id,name,gender,race
0,Michel Campau,male,white
1,Josephine Buteau,female,white
2,François Le Beau,male,white
3,Josephine Bigra,female,white
4,Réné Cloutier,unknown,white
5,Josephine Campeau,female,white
6,Simon Bergeron,male,white
7,Catherine Le Beau,female,white
8,GabrieI Le Grand,unknown,white
9,Marie Magdelène Chapoton,female,white
10,Joseph Pillette,male,white
11,Jeanne Belleperche,female,white
12,Joseph Bordeau,male,white
13,Marie Louise Clairmont,female,white
14,François Rochelot,male,white
15,Josephine Meloche,female,white
16,Pierre Desnoyers,male,white
17,Louise Le Duc,female,white
18,Simon De Rouillard,male,white
19,Marguerite Saint-Jean,female,white
20,Jean Baptiste De Rouillard,male,white
21,Charlotte Bigra,female,white
22,Charles Campeau,male,white
23,Charlotte Montrey,female,white
24,Jean Louis Révau,male,white
25,Josephine St. Etienne,female,white
26,Louis Clairinont,male,white
27,Louise Bourron,female,white
28,Charles Bouron,male,white
29,Marguerite Reaume,female,white
30,Louis Villers,male,white
31,Marie Joseph Morin,female,white
32,François Xavier La Coste dit Langedoc,male,white
33,Marie Magdelène Bouron,female,white
34,Louis Joseph Du Sault,male,white
35,Marie Louise Des Butes,female,white
36,Pierre Meloche,male,white
37,Marie Catherine St. Etiene,female,white
38,Jean Baptiste Petit Dit Millehomme,male,white
39,Marie Josephine Poupart,female,white
40,Robert Thibaut,male,white
41,Marguerite Prud'homme,female,white
42,Joseph Derouen,male,white
43,Charlotte Campeau,female,white
44,Auguste Tremblais,male,white
45,Marie Judith La Foret,female,white
46,Joseph Amable Bonvouloir,male,white
47,Véronique Denis,female,white
48,Jean Baptiste Ravalet,male,white
49,Marie Rose Bigra,female,white
50,Jean Baptiste Goyau,male,white
51,Marie Louise Angelique Deslières,female,white
52,Franqois Gaudet,unknown,white
53,Jeanne Parent,female,white
54,Louis Jadot,male,white
55,Marguerite Desbutes,female,white
56,Dyonèse La Ronde,unknown,white
57,Suzanne De Selle,female,white
58,Chrisostome Thiriot,unknown,white
59,Julie Campeau,female,white
60,Jean Joseph Grenon,male,white
61,Marie Amable Hardouoin,female,white
62,Pierre Bohémie,male,white
63,Marie Joseph Courtois,female,white
64,François Comparé,male,white
65,Marie Tremblais,female,white
66,Charles Dupuis,male,white
67,Catherine Saint-Aubin,female,white
68,Louis Deshétres,male,white
69,Thérése Louvier,unknown,white
70,Ambroise Tremblais,male,white
71,Marguerite Cimar,female,white
72,Pierre Chêne,male,white
73,Marie Anne Cuillerier,female,white
74,Nicolas Langlois,male,white
