year,source,target
1761,Michel Campau,Josephine Buteau
1761,François Le Beau,Josephine Bigra
1761,Réné Cloutier,Josephine Campeau
1761,Simon Bergeron,Catherine Le Beau
1761,GabrieI Le Grand,Marie Magdelène Chapoton
1761,Joseph Pillette,Jeanne Belleperche
1761,Joseph Bordeau,Marie Louise Clairmont
1762,François Rochelot,Josephine Meloche
1762,Pierre Desnoyers,Louise Le Duc
1762,Simon De Rouillard,Marguerite Saint-Jean
1762,Jean Baptiste De Rouillard,Charlotte Bigra
1762,Charles Campeau,Charlotte Montrey
1762,Jean Louis Révau,Josephine St. Etienne
1762,Louis Clairinont,Louise Bourron
1762,Charles Bouron,Marguerite Reaume
1762,Louis Villers,Marie Joseph Morin
1762,François Xavier La Coste dit Langedoc,Marie Magdelène Bouron
1762,Louis Joseph Du Sault,Marie Louise Des Butes
1762,Pierre Meloche,Marie Catherine St. Etiene
1762,Jean Baptiste Petit Dit Millehomme,Marie Josephine Poupart
1762,Robert Thibaut,Marguerite Prud'homme
1762,Joseph Derouen,Charlotte Campeau
1762,Auguste Tremblais,Marie Judith La Foret
1763,Simon Bergeron,Catherine Le Beau
1763,Joseph Amable Bonvouloir,Véronique Denis
1763,François Rochelot,Josephine Meloche
1763,Jean Baptiste Ravalet,Marie Rose Bigra
1763,Joseph Bordeau,Louis Clairinont
1763,Jean Baptiste Goyau,Marie Louise Angelique Deslières
1763,Charles Campeau,Charlotte Montrey
1763,Franqois Gaudet,Jeanne Parent
1763,Louis Jadot,Marguerite Desbutes
1763,Dyonèse La Ronde,Suzanne De Selle
1763,Chrisostome Thiriot,Julie Campeau
1763,Jean Joseph Grenon,Marie Amable Hardouoin
1763,Pierre Bohémie,Marie Joseph Courtois
1763,François Comparé,Marie Tremblais
1763,Réné Cloutier,Josephine Campeau
1763,Charles Dupuis,Catherine Saint-Aubin
1763,Louis Deshétres,Thérése Louvier
1763,Ambroise Tremblais,Marguerite Cimar
1763,Pierre Chêne,Marie Anne Cuillerier
1763,Nicolas Langlois,Marie Magdalene Pilette
1763,Jean Baptiste Cuillerier,Marie Anne Barron
1763,Antoine Robert,Marie Louise Béquemont
1763,Joseph La Feuillade,Marie Anne Hamelin
1763,Charles François Caron,Marie Louise Binau
1763,Robert Navarre,Archange Marsac
1763,Jean Baptiste Dubreuil,Catherine De Rouillard
1763,Jean Baptiste De Rouillard,Charlotte Bigra
1764,Simon De Rouillard,Marguerite St. Jean Dit Martin
1764,Louis Clairinont,Louise Bourron
1764,François Le Beau,Josephine Bigra
1764,François Dubois,Susanne Du Rivage
1764,Michel Campau,Marie Josephine Dutau
1764,Robert Thibaut,Marguerite Prud'homme
1764,Louis Villers,Marie Louise Morin
1764,Joseph Pillette,Jeanne Belleperche
1764,Joseph Bordeau,Marie Louise Clairmont
1764,Jean Baptiste De Rouillard,Charlotte Bigra
1764,Nicolas Langlois,Marie Magdalene Pilette
1764,Charles Bouron,Marguerite Reaume
1764,Pierre Meloche,Marie Catherine St. Etiene
1764,François Janis,Thérése Meloche
1765,Louis Joseph Du Sault,Marie Louise Des Butes
1765,Jean Baptiste Tourangeau,Joseph Pillette
1765,Jean Louis Révau,Maria Joseph St. Etienne
1765,Jean Baptiste Bigot Dit Patoka,Françoise Mini
1765,Charles Campeau,Charlotte Montrey
1765,Charles François Caron,Louise Binau
1765,Jacob André,Marie Anne Godefroi
1765,Pierre Chêne Dit La Bute,Marie Anne Cuillerier
1765,Charles Bernier,Marie Louise Godet
1765,Louis Pelichon,Marie Thérése Pinparé
1765,Réné Cloutier,Josephine Campeau
1765,Joseph Deslières Dit Bonvouloir,Véronique Denis
1765,Nicolas Langlois,Marie Magdalene Pilette
1765,Pierre Desnoyers,Marie Louise Le Duc
1766,Joseph Maillon,Thérése Le Duc
