id,name,gender
0,Leveille negre libre,unknown
1,Marie Elore negre libre,female
2,Olivier Thibadeau,male
3,Magdalene Broussard,female
4,Pierre Suret,male
5,Marie Thibadeau,female
6,Mathurin Landry,male
7,Marie Dugas,female
8,Jean Baptiste Bergeron,male
9,Catherine Guessi,female
10,Paul Thibadeau,male
11,Rosalie Guillebaut,female
12,Charles Pelerin,male
13,Ysabelle Thibadeau,unknown
14,Francois Broussard,unknown
15,Pelagie Landry,unknown
16,Simon Broussard,male
17,Marguerite Blanchard,female
18,Silvain Broussard,male
19,Felicite Guillebaut,unknown
20,Jean Duga,male
21,Marguerite Dupuy,female
22,Simon LeBlanc,male
23,Marguerite Guillebaut,female
24,Claude Martin,mostly_male
25,Marie Babin,female
26,Jean Baptiste Broussard,male
27,Anne Brun,female
28,Michel Bernard,male
29,Marie Guillebaut,female
30,Antoine Borda,male
31,Marguerite Martin,female
32,Jean Berard,male
33,Anne Broussard,female
34,Firmin Landry,male
35,Theotiste Thibadeau,unknown
36,Jean Baptiste Labauve,male
37,Francoise Broussard,unknown
38,Charles Guillebaut,male
39,Anne Trahan,female
40,Charles Babinaud,male
41,Anne Guillebaut,female
42,Nicolas Prevot,male
43,Marie Francoise Quebedau,female
44,Vincent Barra,male
45,Francoise Labbe,unknown
46,Jean Baptiste Simar,male
47,Amand Thibadeau,male
48,Gertrude Bourque,female
49,Agnes Brun,female
50,Aman Broussard,male
51,Helene Landry,female
52,Joseph Broussard,male
53,Marguerite Savoy,female
54,Michel Maux,male
55,Ysabelle Broussard,unknown
56,Jean Baptiste Hebert,male
57,Theotiste Hebert,unknown
58,Gregoire Pelerin,unknown
59,Cecille Prejean,female
60,Joseph Martin,male
61,Rene Trahan,male
62,Claude Broussard,mostly_male
63,Louise Hebert,female
64,Jean Louis Bonin,male
65,Marguerite Prince,female
66,Pierre Borel,male
67,Catherine Toupard,female
68,Paul Thibaudot,male
69,Pierre Nezat,male
70,Magdalene Prevot,female
71,Charles Duga,male
72,Marguerite Broussard,female
73,Martin Soudrie,male
74,Perine Barra,unknown
75,Joseph Decoux,male
76,Charlotte Julie Labbe,female
77,Marie Francoise Labbe,female
78,Jean Baptiste Berard,male
79,Louis Armand Ducrest,male
80,Jeanne Catherine Wils,female
81,Jacques Fostin,male
82,Francoise Trahan,unknown
83,HIlaire Doucet,unknown
84,Anne Landry,female
85,Paul Trahan,male
86,Marie Dugon,female
87,Jean Baptiste Seiner,male
88,Joseph Pepin Hebert,male
89,Magdalene Trahan,female
90,Francois Guillebaut,unknown
91,Charles Hebert,male
92,Magdalene Cadet,female
93,father Babinaud,unknown
94,Philippe Wils,male
95,Marie Roze Dorat,female
96,Pierre Duga,male
97,Anne Thibadeau,female
98,Amand Landry,male
99,Marguerite Melancon,female
100,Elizabeth Broussard,female
101,Firmin Brau,male
102,Marguerite Brau,female
103,Pierre LeBlanc,male
104,Anastasie Louviere,female
105,Marie Bonin,female
106,Joseph Doucet,male
107,Jean Charles Hebert,male
108,Magdalene Robichaud,female
109,Marie Ruhon,female
110,Jean Labbe,male
111,Marie Francoise Barra,female
112,Junee Broussard,unknown
113,Marie Magdalene Landry,female
114,Joseph De Roan,male
115,Genevieve Hebert,female
116,Augustin Broussard,male
117,Joseph Hebert,male
118,Pierre Broussard,male
119,Marie Melancon,female
120,Rene LeBlanc,male
121,Marguerite Trahan,female
122,Alexandre de Clouet,male
123,Anne Louise Favrot,female
124,Louise Ducrest,female
125,Anne Catherine Wils,female
126,Marie Dausa,female
127,Jean Hebert,male
128,Francois Savoy,unknown
129,Marie Martin,female
130,Rose Landry,female
131,Marguerite Bourque,female
132,Anne Benoit,female
133,Francois Prauveau,unknown
134,Genevieve Benoit,female
135,Joseph Carlin,male
136,Francoise Lange,unknown
137,Augustin Bigeau,male
138,Francois DeCuir,unknown
139,Marie Labbe,female
140,Charlotte Labbe,female
141,Louise Favrot,female
142,Anne Brau,female
143,Athanase Trahan,male
144,Magdalene Thibadeau,female
145,Louis Judice,male
146,Marguerite Patein,female
147,Antoine Patein,male
148,Catherine Beaussier,female
149,Francoise Hebert,unknown
150,Jean Henry,male
151,Marguerite Nope,female
152,Andre Masse,male
153,Augustin Grevember,male
154,Ambroise Martin,male
155,Crevember Grevember,unknown
156,Pierre Jean Berard,male
157,Jean Baptiste Grevember,male
158,Pierre Berard,male
159,Jacques Sorel,male
160,Francois Grevember,unknown
161,Jean Baptiste Monpierre,male
162,Jean Baptiste Barra,male
163,Michel Doucet,male
164,Olivier Trahan,male
165,Paul Bonin,male
166,Louis Grevember,male
167,Barthelemy Grevember,unknown
168,Rene Broussard,male
169,Jean Louis Wils,male
170,Francois Cesar Boutet,unknown
171,Louis Augustin de la Houssaye,male
172,Jean Baptiste Brau,male
173,Anselme Thibadeau,mostly_male
174,Antoine Bonin,male
175,Jean Guillebaut,male
176,Saturnin Landry,male
177,Victor Blanchard,male
178,Germain Trahan,male
179,Francois Ozenne,unknown
180,Joseph Babin,male
181,Theodore Thibadeau,male
182,Jean Doucet,male
183,Michel Trahan,male
184,Frem . Robichaud,unknown
185,Come LeBlanc,unknown
186,Charles Dominique Babinaud,male
187,Baptiste Colette,male
188,Joseph Wils,male
189,Joseph Molineu,male
190,Antoine Blanc,male
191,Joseph Melancon,male
192,Armand Brau,male
193,Francois Prevot,unknown
194,Sieur le Dee,unknown
195,Bonaventure Martin,male
196,Antoine Cesar Boutet,male
197,Pierre Doucet,male
198,Stanislas Trahan,male
199,Louis Leuron,male
200,Junee LeBlanc,unknown
201,Joseph Landry,male
202,Philippe Boutet,male
203,Baptiste Lalande,male
204,Jean Boudreaux,male
205,Ephraim Robichaud,male
206,Fabien Richard,male
207,Leon Francois le Dee,male
208,Laurens Ducrest,male
209,Mathurin Hebert,male
210,Marguerite Bonin,female
211,Magdalene Quarteron,female
212,Baptiste Boutet,male
213,Joseph Prince,male
214,Ange Bourque,mostly_male
215,Baptiste La Bauve,male
216,Paul Benoit,male
217,Baptiste Prauveau,male
218,Martin Por,male
219,Jeanne Prevaut,female
220,Augustin Flamant,male
221,Joseph Favrot,male
222,Jacques Patein,male
223,Antoine Barra,male
224,Catherine Thibadeau,female
225,Marie Arseneau,female
226,Genevieve Babin,female
227,Jeanne Julie Ozenne,female
228,Genevieve Bonin,female
229,Magdalene Landry,female
230,Marraine Ysabelle Broussard,unknown
231,Thomas Alkem,male
232,Sieur Ozenne,unknown
233,Francoise Pelagie de Vaugine,unknown
234,Genevieve Robichaud,female
235,Magdalene Bonin,female
236,Silesie Francoise de Vaugine,unknown
237,Julie Ozenne,female
238,Elizabeth Ozenne,female
239,Marie Phillippe Ducrest,female
240,Anne Vincent,female
241,Marie Surette,female
242,Marie Ducrest,female
243,Magdalene Fuselier,female
244,Magdalene Bourque,female
245,Magdalene Guillebaut,female
246,Perpetue Brau,unknown
247,Madame de Clouet,unknown
248,Julie Martin,female
249,Emilie Pelerin,female
250,Nanette Doucet,female
251,Marie Fostin,female
252,Barbe Bonaventure Gaudin,mostly_female
253,Marie Nore,female
254,Esther LeBlanc,female
255,Anne Michel,female
256,Helene Soileau,female
257,Gabriel Fuselier,male
258,Marie Descuire,female
