id,name,gender,race
0,Jan Heyert,male,white
1,Maria Heyert,female,white
2,Jan Laurens,male,white
3,Maritie Laurens,female,white
4,Casper Springsteen,male,white
5,Maria Springsteen,female,white
6,Hendrick Abramse Van Lent,male,white
7,Catharina Abramse Van Lent,female,white
8,Francoys Giljon,male,white
9,Resula Giljon,female,white
10,Mattheus Davids,male,white
11,Debora Davids,female,white
12,Kellem Quorey,male,white
13,Janitie Quory,female,white
14,Gerrit Van Waert,male,white
15,Cathalyna Van Waert,female,white
16,Jan Herrikze Krankheit,male,white
17,Geertie Herrikze Krankheit,female,white
18,Cornelius Van Tessel,male,white
19,Annatie Van Tessel,female,white
20,Albert Gardenier,male,white
21,Maritie Gardenier,female,white
22,Abraham Sybout,male,white
23,Annatie Sybout,female,white
24,Jan Fousy,male,white
25,Eva Fousy,female,white
26,William de Pue,male,white
27,Betty de Pue,female,white
28,Robert Williams,male,white
29,Geesje Williams,female,white
30,David Storm,male,white
31,Esther Storm,female,white
32,Wolfert Ecker,male,white
33,Maritie Ecker,female,white
34,William Hendrickze,male,white
35,Magdalena Hendrickze,female,white
36,Nathan Bailey,male,white
37,Esther Kenniff,female,white
38,Peter Storm,male,white
39,Gerrit Storm,male,white
40,Jacob Van Tessel,male,white
41,Aeltie Van Tessel,female,white
42,Sammel Brouwer,male,white
43,Geertie Brouwer,female,white
44,Abraham Wybrant,male,white
45,Geertie Wybrant,female,white
46,Thomas Heyert,male,white
47,Elizabeth Heyert,female,white
48,Barent de Witt,male,white
49,Sara de Witt,female,white
50,Elizabeth de Pue,female,white
51,Jacobus Sie,male,white
52,Catharina Sie,female,white
53,Hendrick Storm,male,white
54,Niesse Storm,female,white
55,Deleverens Canckle,male,white
56,Engeltie Canckle,female,white
57,Gregorius Storm,male,white
58,Engeltie Storm,female,white
59,Andries Van Dyck,male,white
60,Geesje Van Dyck,female,white
61,Lourens Mathyse,male,white
62,Janitie Mathyse,female,white
63,Herrick Van Lent,male,white
64,Cornelia Van Lent,female,white
65,Peter Sie,male,white
66,Petronella Sie,female,white
67,Barent Duytser,male,white
68,Maria Duytser,female,white
69,Maria Laurens,female,white
70,William Van Tessel,male,white
71,Wyntie Krankheit,female,white
72,Jan Emmitte,male,white
73,Engeltie Emmitte,female,white
74,Samuel Canckle,male,white
75,Annatie Canckle,female,white
76,Jeronimus Van Beyeren,male,white
77,Johanna Van Beyeren,female,white
78,Johannes Schuerman,male,white
79,Johanna Schuerman,female,white
80,Abel Schmidt,male,white
81,Tryntje Schmidt,female,white
82,Jan Claessen,male,white
83,Tryntje Claessen,female,white
84,Abraham Hendrickze,male,white
85,Maria Hendrickze,female,white
86,Rachel Heyert,female,white
87,Isaac Sie,male,white
88,Annatie Sie,female,white
89,Albert Minnelay,male,white
90,Meenske Minnelay,male,white
91,David Davids,male,white
92,Janitie Davids,female,white
93,Jan Fosuer,male,white
94,Eva Fosuer,female,white
95,Frans Giljon,male,white
96,Janitie Giljon,female,white
97,Jan Van Tessel,male,white
98,Catharina Van Tessel,female,white
99,Harman Montras,male,white
100,Geertie Montras,female,white
101,Jacob Van Waert,male,white
102,Beletie Van Waert,female,white
103,Hendrick Lamberts,male,white
104,Dirckje Lamberts,male,white
105,Lodewick Ackerman,male,white
106,Hillegond Bosch,female,white
107,Jan Buys,male,white
108,Elizabeth Buys,female,white
109,Jan Krankheit,male,white
110,Geertie Krankheit,female,white
111,Ryck Van Lent,male,white
112,Elizabeth Van Lent,female,white
113,Harman Meyer,male,white
114,Lena Meyer,female,white
