,canonical,original
1704,Joseph  Maurer,Joseph Maurer
1708,Gideon  Schneider,Gideon Schneider
1710,Isaac  Kieffer,Isaac Kieffer
1711,Samuel  Ressler,Samuel Ressler
1714,Daniel  Seiler,Daniel Seiler
1716,John S Eister,John S. Eister
1719,Joseph  Wessels,Joseph Wetzel
1721,Moses  Heilner,Moses Heilner
1725,Samuel  Herb,Samuel Herb
1727,Benneville  Beisel,Benneville Beisel
1730,Isaac  Kieffer,Isaac Keiffer
1732,Elias  Straub,Elias Straub
1733,Nathan  Mattern,Nathan Mattern
1735,Peter  Lenckert,Peter Lenkert
1744,Charles  Maurer,Charles W. Maurer
1745,Peter  Derr,Peter Yoder
1748,Joseph  Hartline,Joseph Hartline
1752,Frederick  Miller,Friederick Miller
1755,John  Miller,John Miller
1757,Daniel G Herb,Daniel G. Herb
1764,Friederich  Miller,Friederich Miller
1765,John  Weidel,John Diehl
1767,Harrison  Yoder,Harrison Yoder
1771,William  Herb,William Herb
1772,Levi  Schneider,Levi Schneider
1774,John  Schlabig,John Schlabig
1776,Gideon  Maurer,Gideon Maurer
1780,Decatur  Herb,Decatur Herb
1781,Albert  Fegley,Albert Fegley
1782,Nathan  Magher,Nathan Mayer
1785,Simon  Schneider,Simon Schneider
1786,John  Wessels,John Wetzel
1788,Samuel  Weidel,Samuel Diehl
1789,Irvin  Boyer,Irvin Boyer
1791,George  Neuschwender,George Neuschwender
1792,Gabriel  Reiner,Gabriel Reiner
1793,Edward  Reiner,Edward Reiner
1796,Elias  Schanckweiler,Elias Schanckweiler
1797,Elias  Paul,Elias Paul
1798,John  Schwinkey,John Schwinkey
1799,Daniel  Herter,Daniel Howerter
1804,Frederick  Schreffler,Frederick Schreffler
1807,John G Wessels,John K. Wetzel
1808,Gabriel  Reiner,Gabrial Reiner
1809,David  Wessels,David Wetzel
1811,Frederick  Schreffler,Frederick Shreffler
1812,James  Maurer,James Maurer
1813,David  Geiss,David Geis
1815,Catharina  Kobel,Catharine Kobel
1817,Anna Catharina Brosius,Anna Catharina Brosius
1818,Anna Maria Kobel,Anna Maria Kobel
1819,Magdalena  Philips,Magdalena Philips
1820,Elizabeth  Schmidt,Elisabeth Schmidt
1821,Maria Magdalena Baumgardner,Maria Magdalena Baumgardner
1822,Barbara  Rehbock,Barbara Rehbock
1823,Maria Barbara Kobel,Maria Barbara Kobel
1824,Elizabeth  Fischer,Elisabeth Fischer
1825,Rosina  Heim,Rosina Heim
1826,Maria Dorothea Roehrer,Maria Dorothea Roehrer
1828,Wife Of Wilhelm Thomase,wife of Wilhelm Thomas
1829,Anna Maria Schmidt,Anna Maria Schmidt
1830,Catharina  Fischer,Catharina Fischer
1831,Hannah  Schreyer,Hanna Schreyer
1832,Catharina  Kobel,Catharina Kobel
1833,Anna Maria Miniam,Anna Maria Miniam
1834,Barbara  Oxenreiter,Barbara Oxenreiter
1835,Anna Barbara Hedrich,Anna Barbara Hedrich
1836,Anna Catharina Hedrich,Anna Catharine Hedrich
1837,Magdalena  Forster,Magdalena Forster
1838,Elizabeth  Kohler,Elisabeth Kohler
1839,Barbara  Kunselman,Barbara Kunselman
1840,Agnes  Forster,Agnes Forster
1841,Maria Elizabeth Croninger,Maria Elisabeth Croninger
1842,Catharina  Lips,Catharina Lips
1843,Anna Maria Miller,Anna Maria Miller
1844,Elizabeth  Burgart,Elisabeth Burgart
1846,Catharina  Schreckengast,Catharina Schreckengast
1847,Elizabeth  Trautman,Elisabeth Trautman
1850,Catharina  Ried,Catharina Riedt
1851,Catharina  Heil,Catharina Heil
1852,Catharina  Althaus,Catharina Althaus
1854,Maria Elizabeth Forster,Maria Elisabeth Forster
1856,Regina  Albert,Regina Albert
1857,Elizabeth  Heil,Elisabeth Hill
1858,Helena  Thomassen,Helena Thomson
1861,Maria Dorothea Roehrer,Maria Dorothea Rohrer
1862,Agnes  Forst,Agnes Forst
1865,Anna  Bingeman,Anna Bingeman
1866,Maria Catharina Hedrich,Maria Catharina Hedrich
1867,Maria  Reitz,Maria Reitz
1870,Magdalena  Forst,Magdalena Forst
1871,Susanna  Fitler,Susanna Fitler
1872,Wife Of Peter Schmidt,wife of Peter Schmidt
1874,Eleanora  Reitz,Eleanora Reitz
1875,Maria  Zartman,Maria Zartman
1876,Susanna  Ried,Susanna Ried
1878,Catharina  Hedrich,Catharina Hedrich
1879,Margriet  Brosius,Margaretha Brosius
1880,Magdalena  Pfeiffer,Magdalena Pfeiffer
1881,Rosina,Rosina
1882,Catharina  Winckelman,Catharina Winckelman
1883,Anna Barbara Nicholaus,Anna Barbara Nicholaus
1884,Regina  Schuter,Regina Schuter
1885,Elizabeth  Schneider,Elisabeth Schneider
1887,Anna Maria Schneider,Anna Maria Schneider
1889,Wife Of Johan Nicholaus Brosius,wife of Johan Nicholaus Brosius
1890,Wife Of Michael Schaffer,wife of Michael Schaffer
1891,Catharina  Ried,Catharina Reid
1892,Elizabeth  Forster,Elisabeth Forster
1893,Elizabeth  Kerstetter,Elisabeth Kerstetter
1894,Catharina  Heim,Catharina Heim
1897,Elizabeth  Lofler,Elisabeth Lofler
1898,Susanna  Zartman,Susanna Zartman
1900,Catharina  Schaffer,Catharina Schaffer
1901,Rosina  Albert,Rosina Albert
1902,Elizabeth  Kaufman,Elisabeth Kaufman
1903,Margriet  Brosius,Margaret Brosius
1906,Maria Margaretha Hedrich,Maria Margaretha Hedrich
1907,Maria Elizabeth Herter,Maria Elisabeth Herter
1909,Salome  Krebs,Salome Krebs
1911,Susanna  Roth,Susanna Roth
1912,Anna Maria Zartman,Anna Maria Zartman
1915,Catharina  Ried,Catharine Reid
1916,Maria Catharina Miniam,Maria Catharine Miniam
1918,Margriet  Brosius,Margareth Brosius
1920,Elizabeth  Zartman,Elisabeth Zartman
1922,Maria Elizabeth Brosius,Maria Elisabeth Brosius
1923,Elizabeth  Amman,Elisabeth Amman
1924,Catharina  Brosius,Catharina Brosius
1925,Elizabeth  Kniss,Elisabeth Kniss
1927,Elizabeth  Herter,Elisabeth Herter
1928,Elizabeth  Schnock,Elisabeth Schnock
1929,Magdalena  Schaffer,Magdalena Schaffer
1930,Catharina  Lofler,Catharine Lofler
1931,Anna Maria Wentzel,Anna Maria Wentzel
1934,Catharina  Trautman,Catharine Troutman
1935,Anna Catharina Heim,Anna Catharine Heim
1936,Anna Maria Reitz,Anna Maria Reitz
1938,Catharina  Stauch,Catharine Stauch
1940,Catharina  Hedrich,Catharine Hedrich
1941,Elizabeth  Heim,Elisabeth Heim
1942,Margriet  Dapson,Margaretha Dapson
1945,Margriet  Ostman,Margaret Ostman
1946,Magdalena  Dirk,Magdalena Dirk
1947,Catharina  Maurer,Catharine Maurer
1949,Anna Maria Schaffer,Anna Maria Schaffer
1951,Maria Margaret Hedrich,Maria Margaret Hedrich
1952,Catharina  Schreckengast,Catharine Schreckengast
1953,Hannah  Forster,Hanna Forster
1959,Catharina  Brosius,Catharine Brosius
1960,Elizabeth  Schreckengast,Elisabeth Schreckengast
1961,Elizabeth  Stutzman,Elisabeth Stutzman
1963,Susanna  Schaffer,Susanna Schaffer
1964,Wife Of Christopher Hedrich,wife of Christopher Hedrich
1965,Catharina  Schaffer,Catharine Schaffer
1966,Wife Of Leonard Jaufman,wife of Leonard Jaufman
1967,Wife Of Johann Adam Rehbock,wife of Johann Adam Rehbock
1968,Wife Of Leonard Kerstetter,wife of Leonard Kerstetter
1969,Apollonia  Hildebrand,Appolonia Hildebrand
1970,Wife Of Christian Stutzman,wife of Christian Stutzman
1971,Wife Of Jacob Herter,wife of Jacob Herter
1972,Wife Of Henrich Daniels,wife of Henrich Daniel
1974,Wife Of Conrad Nicholaus,wife of Conrad Nicholaus
1975,Wife Of Michael Reitz,wife of Michael Reitz
1976,Wife Of Johan George Pfeiffer,wife of Johan George Pfeiffer
1977,Wife Of Johann Heim,wife of Johann Heim
1978,Wife Of Peter Heim,wife of Peter Heim
1979,Wife Of Andreas Reitz,wife of Andreas Reitz
1981,Wife Of Valentine Britsch,wife of Valentine Britsch
1982,Wife Of Wilhelm Heim,wife of Wilhelm Heim
1984,Wife Of Bill Rosen,wife of Bill Rosen
1985,Wife Of Henrich Kohler,wife of Henrich Kohler
1986,Wife Of Friederich Kobel,wife of Friederich Kobel
1987,Maria Margaretha Forster,Maria Margaretha Forster
1988,Wife Of Johann Adam Rehbock,wife of Johan Adam Rehbock
1990,Maria Catharina Miniam,Maria Catherine Miniam
1991,Wife Of Johan George Schaffer,wife of Johan George Schaffer
1992,Maria Magdalena Pfeiffer,Maria Magdalena Pfeiffer
1993,Wife Of Adam Rehbock,wife of Adam Rehbock
1994,Wife Of Henrich Daniels,wife of Henrich Daniels
1996,Magdalena  Ried,Magdalena Reid
1997,Barbara  Reitz,Barbara Reitz
2000,Anna Maria Britsch,Anna Maria Britsch
2002,Elizabeth  Schnock,Elisabetha Schnock
2003,Wife Of John Nicholaus Friederichs,wife of John Nicholaus Friederichs
2004,Wife Of Johannes Bingeman,wife of Johannes Bingeman
2005,Wife Of George Carl,wife of George Carl
2007,Catharina  Kobel,Catharina Gabel
2008,Maria Magdalena Rittman,Maria Magdalena Rittman
2009,Maria Margaret Rehbock,Maria Margaret Rehbock
2012,Magdalena  Ried,Magdalena Ried
2013,Anna Maria Lutz,Anna Maria Lutz
2015,Anna Maria Bortner,Anna Maria Bortner
2016,Wife Of Johan Jacob Brosius,wife of Johan Jacob Brosius
2017,Elizabeth  Kohler,Elisabetha Kohler
2018,Maria  Rehbock,Maria Rehbock
2019,Magdalena  Schleich,Magdalena Schleich
2020,Elizabeth  Reitz,Elisabetha Reitz
2022,Maria Margaretha Rehbock,Maria Margaretha Rehbock
2023,Maria Magdalena Heim,Maria Magdalena Heim
2024,Susanna  Bauman,Susanna Bauman
2026,Apollonia  Hildbebrand,Appolonia Hildbebrand
2027,Margriet  Hedrich,Margaretha Hedrich
2028,Wife Of Friederich Miller,wife of Friederich Muller
2030,Wife Of Johannes Brosius,wife of Johannes Brosius
2031,Wife Of George Pfeiffer,wife of George Pfeiffer
2033,Wife Of Johannes Koppenheffer,wife of Johannes Koppenheffer
2034,Dorothea  Plank,Dorothea Plank
2040,Margriet  Henrich,Margaretha Henrich
2042,Maria Magdalena Ried,Maria Magdalena Reid
2043,Maria  Brosius,Maria Brosius
2045,Magdalena  Bein,Magdalena Bein
2046,Maria Magdalena Schleich,Maria Magdalena Schleich
2048,Anna Maria Bortner,Anna Maria Bordner
2049,Margriet  Renninger,Margaretha Renninger
2050,Eva  Leitener,Eva Leitener
2051,Marilis  Gerhard,Marilis Gerhard
2052,Catharina  Leibesen,Catharina Leibesen
2053,Eva Maria Krick,Eva Maria Krick
2054,Margriet  Schaffer,Margaretha Schaffer
2056,Maria Elizabeth Strohschneider,Maria Elisabeth Strohschneider
2057,Christina  Wolfgang,Christine Wolfgang
2058,Susanna  Ressler,Susanna Ressler
2059,Magdalena  Bein,Magdalena Bien
2060,Greta Margaretha Schreckengast,Greta Margaretha Schreckengast
2061,Catharina  Borell,Catharina Borell
2062,Elizabeth  Roth,Elisabeth Roth
2065,Julian  Hedrich,Julian Hedrich
2066,Eva  Rausch,Eva Rausch
2067,Elizabeth  Reitz,Elisabeth Reitz
2069,Margriet  Reitz,Margaret Reitz
2070,Anna Maria Brosius,Anna Maria Brosius
2072,Magdalena  Diehl,Magdalena Diehl
2073,Magdalena  Haupt,Magdalena Haupt
2076,Elizabeth  Maurer,Elisabeth Maurer
2077,Wife Of Michael Koppenheffer,wife of Michael Koppenhaffer
2078,Sara  Greib,Sarah Greib
2084,Catharina  Chester,Catharine Chester
2086,Sara  Philips,Sarah Philip
2088,Philippina  Eister,Philippina Eister
2090,Wife Of Michael Rehbock,wife of Michael Rehbock
2091,Anna Catharina Heim,Anna Catharina Heim
2092,Maria Catharina Brosius,Maria Catharina Brosius
2093,Hannah  Henrich,Hanna Henrich
2094,Catharina  Herter,Catharina Howerter
2095,Catharina  Klock,Catharina Klock
2096,Elizabeth  Rausch,Elisabeth Rausch
2100,Catharina  Haas,Catharina Haas
2101,Gertraut  Berkhaus,Gertraut Berkhaus
2102,Christina  Wolfgang,Christina Wolfgang
2103,Susanna  Gerhard,Susanna Gerhard
2105,Greta Margaretha Scherman,Greta Margaretha Scherman
2106,Anna Maria Thomase,Anna Maria Thomas
2108,Julian  Emmerich,Julianna Emrich
2109,Elizabeth  Orendorf,Elisabeth Orendorf
2112,Catharina  Austerly,Catharina Austerly
2113,Susanna  Koppenheffer,Susanna Kopenhaffer
2114,Maria Elizabeth Schmidt,Maria Elisabeth Schmidt
2116,Catharina  Hepler,Catharina Hepler
2118,Eva Maria Krick,Eva Maria Kruck
2119,Maria Elizabeth Roth,Maria Elisabeth Roth
2121,Margriet  Reitz,Margaretha Reitz
2123,Christina  Traub,Christina Traub
2124,Christina  Schneider,Christina Schneider
2125,Maria Magdalena Haupt,Maria Magdalena Haupt
2126,Anna Maria Borell,Anna Maria Borrel
2127,Susanna  Kohler,Susanna Kehler
2128,Elizabeth  Tolb,Elisabeth Tolb
2129,Anna Maria Koppenheffer,Anna Maria Kopenhaffer
2130,Catharina  Kohl,Catharina Kohl
2132,Susanna  Ressler,Susanna Resler
2134,Anna Maria Cronginger,Anna Maria Cronginger
2136,Catharina  Kohler,Catharine Kehler
2138,Maria Margaret Heim,Maria Margaret Heim
2141,Maria Catharina Miniam,Maria Catharina Miniam
2142,Wife Of William Heim,wife of William Heim
2143,Wife Of Paulus Bein,wife of Paulus Bien
2144,Wife Of Johan Philip Haupt,wife of Johan Philip Haupt
2146,Dorothea  Reitz,Dorothea Reitz
2148,Gertraut  Berkhaus,Gertraut Birckhaus
2151,Margriet  Elisabeth,Margaret Elisabeth
2154,Hannah  Hedrich,Hanna Hedrich
2156,Julian  Emmerich,Juliana Emerich
2157,Elizabeth  Ried,Elisabeth Reid
2158,Eva  Roth,Eva Roth
2159,Wife Of Jacob Schmidt,wife of Jacob Schmidt
2161,Elizabeth  Klock,Elisabeth Klock
2162,Wife Of Michael Roth,wife of Michael Roth
2164,Wife Of Johannes Strohschneider,wife of Johannes Strohschneider
2165,Wife Of Christian Forster,wife of Christian Forster
2168,Wife Of Christian Thomase,wife of Christian Thomas
2169,Wife Of George Tolb,wife of George Delb
2171,Elizabeth  Wagener,Elisabeth Wagner
2172,Anna Margaretha Dormeyer,Anna Margaretha Dormeyer
2174,Wife Of Jacob Thomase,wife of Jacob Thomas
2175,Greta Margaretha Schaffer,Greta Margaretha Schaffer
2176,Wife Of Christian Roth,wife of Christian Roth
2178,Catharina  Kaderman,Catharina Kaderman
2180,Eva Maria Roth,Eva Maria Roth
2183,Margriet  Heim,Margareth Heim
2184,Wife Of Johannes Haas,wife of Johannes Haas
2185,Magdalena  Derr,Magdalena Derr
2187,Maria Barbara Doffy,Maria Barbara Doffy
2188,Wife Of Johannes Koppenheffer,wife of Johannes Koppenhaffer
2191,Wife Of George Miller,wife of George Miller
2192,Wife Of George Kohler,wife of George Kehler
2193,Wife Of Johannes Keppler,wife of Johannes Keppler
2195,Wife Of Johannes Roth,wife of Johannes Rieth
2196,Wife Of Philip Borell,wife of Philip Borrel
2198,Wife Of Johannes Roth,wife of Johannes Roth
2200,Christina  Enterlein,Christina Enterlein
2202,Susanna  Ressler,Susanna Rossler
2203,Barbara  Schneider,Barbara Schneider
2204,Christina  Hedrich,Christina Hedrich
2205,Wife Of Michael Braun,wife of Michael Braun
2206,Wife Of George Forster,wife of George Forster
2208,Wife Of Nicholaus Hedrich,wife of Nicholaus Hedrich
2209,Elizabeth  Kramer,Elisabeth Kramer
2210,Wife Of Daniel Doffy,wife of Daniel Duffy
2211,Wife Of Christopher Berkhaus,wife of Christopher Berckhaus
2213,Wife Of Michael Paul,wife of Michael Paul
2215,Maria Christina Schneider,Maria Christina Schneider
2219,Wife Of Henrich Haupt,wife of Henrich Haupt
2220,Wife Of Leonard Kaufman,wife of Leonard Kaufman
2222,Nelly  Lena,Nelli Lena
2223,Maria Elizabeth Traub,Maria Elisabeth Traub
2224,Wife Of Christian Roth,wife of Christian Rieth
2225,Wife Of Abraham Brosius,wife of Abraham Brosius
2226,Wife Of Leonard Emmerich,wife of Leonard Emrich
2227,Regina  Wagener,Regina Wagner
2228,Magdalena  Billman,Magdalena Billman
2229,Susanna  Schmidt,Susanna Schmidt
2230,Ursala  Henderickse,Ursala Hendricks
2232,Wife Of George Schmidt,wife of George Schmidt
2234,Maria Magdalena Hopp,Maria Magdalena Hopp
2237,Wife Of Christopher Roth,wife of Christopher Roth
2238,Wife Of Peter Magher,wife of Peter Magher
2240,Susanna  Schreckengast,Susanna Schreckengast
2241,Bill  Roth,Polly Roth
2242,Wife Of Godfrey Thomase,wife of Godfrey Thomas
2243,Anna  Leitener,Anna Leitner
2246,Magdalena  Schneider,Magdalena Schneider
2247,Susanna  Paul,Susanna Bely
2249,Maria Elizabeth Ried,Maria Elisabeth Ried
2250,Elizabeth  Lofler,Elisabeth Leffler
2252,Regina  Trautman,Regina Trautman
2253,Regina  Erdman,Regina Erdman
2254,Wife Of Johannes Maurer,wife of Johannes Maurer
2257,Wife Of Mathias Heim,wife of Mathias Heim
2258,Maria Elizabeth Hedrich,Maria Elisabeth Hedrich
2260,Susanna  Wehry,Susanna Wehry
2262,Catharina  Oesterlein,Catharina Oesterlein
2263,Margriet  Hein,Margaretha Hein
2264,Barbara  Druckenmiller,Barbara Druckenmiller
2265,Maria  Hedrich,Maria Hedrich
2266,Maria Barbara Dopey,Maria Barbara Dopey
2268,Margriet Eva Peter,Margaretha Eva Peter
2269,Margriet Eva Koppenheffer,Margaretha Eva Kopenhaffer
2270,Barbara  Lestele,Barbara Lestele
2271,Maria Elizabeth Thomase,Maria Elisabeth Thomas
2272,Catharina  Weische,Catharina Weische
2276,Catharina  Bachman,Catharina Bachman
2277,Susanna  Sophia,Susanna Sophia
2278,Maria  Rauschkolb,Maria Rauschkolb
2279,Maria  Oehlinger,Maria Oehlinger
2280,Susanna  Kohler,Susanna Kohler
2281,Maria  Eisenhart,Maria Eisenhart
2284,Maria Elizabeth Miller,Maria Elisabeth Miller
2286,Catharina  Groh,Catharina Groh
2287,Elizabeth  Roth,Elisabeth Rieth
2290,Barbara  Schweinhard,Barbara Schweinhard
2293,Catharina Elizabeth Wentzel,Catharina Elisabeth Wentzel
2294,Anna Maria Hedrich,Anna Maria Hedrich
2295,Rosina  Stein,Rosina Stein
2296,Anna Maria Herter,Anna Maria Herter
2299,Catharina  Forster,Catharina Forster
2301,Maria Barbara Schneider,Maria Barbara Schneider
2302,Elizabeth  Steiner,Elisabeth Steiner
2303,Catharina  Reiss,Catharina Riess
2304,Elizabeth  Geiss,Elisabeth Geiss
2305,Catharina  Braun,Catharina Braun
2306,Catharina  Wagener,Catharine Wagner
2307,Eva  Rausch,Eva Raush
2308,Catharina  Mertz,Catharina Mertz
2310,Elizabeth  Maurer,Elisabetha Maurer
2311,Catharina  Knerr,Catharina Knerr
2312,Catharina  Haupt,Catharina Haupt
2313,Susanna  Herter,Susanna Howerter
2315,Maria  Roth,Maria Roth
2319,Barbara  Lofler,Barbara Loffler
2321,Christina  Herter,Christina Howerter
2322,Elizabeth  Orendorf,Elisabeth Ohrendorf
2324,Elizabeth  Hillebusch,Elisabeth Hillebusch
2325,Sara  Phillip,Sarah Phillip
2326,Maria Elizabeth Braur,Maria Elisabeth Braur
2327,Maria Elizabeth Billman,Maria Elisabeth Billman
2329,Catharina  Derr,Catharina Derr
2330,Catharina  Maurer,Catharina Maurer
2331,Catharina Elizabeth Schuurman,Catharina Elisabeth Sherman
2332,Elizabeth  Wagener,Elisabetha Wagner
2334,Anna Maria Weickel,Anna Maria Weickel
2336,Gertraut  Wagener,Gertraut Wagner
2338,Barbara  Keim,Barbara Keim
2339,Elizabeth  Kramer,Elisabetha Kramer
2341,Elizabeth  Mattern,Elisabeth Mattern
2343,Catharina  Wagener,Catharina Wagner
2345,Catharina  Gerhard,Catharina Gerhard
2347,Catharina  Kohler,Catharina Kehler
2348,Maria Magdalena Knerr,Maria Magdalena Knerr
2352,Susanna  Schneider,Susanna Schneider
2353,Catharina  Boyer,Catharina Boyer
2355,Philippina  Boyer,Philippina Bauer
2357,Maria  Weickel,Maria Weickel
2359,Elizabeth  Hillebusch,Elisabetha Hillebusch
2361,Magdalena  Wehry,Magdalena Wehry
2363,Christina  Mattern,Christina Mattern
2364,Julian  Fedderman,Juliana Fedderman
2372,Catharina  Forst,Catharina Forst
2373,Maria  Oehlinger,Maria Olinger
2374,Christina  Long,Christina Lang
2376,Catharina  Wehry,Catharina Wehry
2377,Magdalena  Maurer,Magdalena Maurer
2380,Maria Elizabeth Wolfgang,Maria Elisabeth Wolfgang
2383,Magdalena  Klotz,Magdalena Klotz
2385,Elizabeth  Hedrich,Elisabeth Hedrich
2387,Eva  Rausch,Eva Roush
2389,Maria Magdalena Derr,Maria Magdalena Derr
2391,Elizabeth  Orenthorf,Elisabeth Orenthorf
2392,Maria  Herter,Maria Howerter
2393,Susanna  Geist,Susanna Geist
2394,Elizabeth  Dunckelberger,Elisabeth Dunkelberger
2395,Catharina  Kohl,Catharine Weickel
2396,Anna  Bixler,Anna Buchseler
2398,Catharina  Steiner,Catharine Stenner
2399,Maria  Wagener,Maria Wagner
2402,Christina  Geist,Christina Geist
2403,Eva  Dunckelberger,Eva Dunkelberger
2405,Wife Of Anthony Kohler,wife of Anthony Kehler
2406,Catharina  Boyer,Catharina Brau
2409,Wife Of Leonard Kerstetter,wife of Leonard Kersteter
2411,Wife Of Peter Mattern,wife of Peter Mattern
2412,Elizabeth  Beisel,Elisabeth Beisel
2417,Bena  Boyer,Bena Bauer
2420,Esther  Kramer,Esther Kramer
2424,Susanna  Hepler,Susanna Hepler
2428,Catharina  Wolfgang,Catharina Wolfgang
2429,Margriet  Zerbe,Margaretha Zerbe
2430,Maria  Kleyn,Maria Klein
2431,Maria  Lohrman,Maria Lohrman
2433,Anna  Zerbe,Anna Zerbe
2438,Susanna  Bixler,Susanna Buchseler
2439,Esther  Zimmerman,Esther Zimmerman
2440,Gertraut  Christman,Gertraut Christman
2441,Salome  Hillebusch,Salome Hillebusch
2444,Salome  Hepler,Salome Hepler
2448,Elizabeth  Yerger,Elisabeth Yerger
2449,Salome  Dieter,Salome Dieter
2455,Barbara  Ried,Barbara Rid
2457,Hepler  Hepler,Hepler Hepler
2461,Magdalena  Eisenhart,Magdalena Eisenhart
2463,Hannah  Yoder,Hanna Yoder
2465,Susanna  Haupt,Susanna Haupt
2468,Maria  Scheth,Maria Scheth
2469,Christina  Wolf,Christina Wolf
2470,Maria  Schneider,Maria Schneider
2476,Maria  Zerbe,Maria Zerbe
2477,Elizabeth  Reiner,Elisabeth Reiner
2478,Susanna  Zimmerman,Susanna Zimmerman
2479,Barbara  Diehl,Barbara Diehl
2481,Salome  Beisel,Salome Beisel
2486,Anna  Kramer,Anna Kramer
2489,Margriet  Klock,Margaretha Klock
2490,Elizabeth  Haas,Elisabeth Haas
2492,Elizabeth  Fetter,Elisabeth Fetter
2493,Catharina  Diehl,Catharine Diehl
2496,Catharina  Mertz,Catharine Mertz
2497,Elizabeth  Wessels,Elisabeth Wetzel
2506,Catharina Elizabeth Klock,Catharine Elisabeth Klock
2507,Magdalena  Kramer,Magdalena Kramer
2509,Elizabeth  Kleyn,Elisabeth Klein
2510,Susanna  Klinger,Susanna Klinger
2512,Elizabeth  Klinger,Elisabeth Klinger
2516,Maria  Maurer,Maria Maurer
2517,Bill  Lohrman,Polly Loorman
2519,Susanna  Kramer,Susanna Kramer
2520,Christina  Schneider,Christine Schneider
2521,Esther  Ochs,Esther Ochs
2522,Magdalena  Zimmerman,Magdalena Zimmerman
2525,Sara  Geist,Sarah Geist
2529,Rebecca  Stahlman,Rebecca Stahlman
2530,Christina  Yoh,Christine Yoh
2532,Catharina  Kramer,Catharine Kramer
2533,Maria  Dirk,Maria Dirk
2535,Christina  Herter,Christine Howerter
2540,Magdalena  Knerr,Magdalena Knerr
2541,Elizabeth  Schlabig,Elisabeth Schlabig
2544,Sara  Maurer,Sarah Maurer
2545,Catharina  Henninger,Catharina Henninger
2547,Maria Magdalena Kramer,Maria Magdalena Kramer
2549,Sara  Schollenberger,Sarah Schollenberger
2550,Maria  Hepler,Maria Hepler
2551,Maria  Strasser,Maria Strasser
2552,Henrietta  Wolfgang,Henriette Wolfgang
2559,Salome  Kohler,Salome Kehler
2560,Catharina  Felix,Catharina Felix
2561,Elizabeth  Heinebach,Elisabeth Heinebach
2563,Susanna  Scheily,Susanna Scheily
2564,Eva  Kuder,Eva Kuder
2567,Julian  Brosius,Juliana Brosius
2568,Esther  Snyder,Esther Snyder
2569,Maria  Rehmer,Maria Rehmer
2573,Catharina  Diehl,Catharina Diehl
2574,Catharina  Magher,Catharina Meyer
2576,Barbara  Geiss,Barbara Geiss
2577,Catharina  Schneider,Catharina Schneider
2578,Catharina  Dunckelberger,Catharina Dunkelberger
2579,Margriet  Schneider,Margaretha Schneider
2580,Maria Magdalena Lohrman,Mary Magdalena Louermann
2583,Sophia  Mertz,Sophia Mertz
2584,Salome  Bolig,Salome Bolig
2585,Susanna  Borell,Susanna Beyerly
2588,Hannah  Paul,Hanna Paul
2594,Catharina  Wolfgang,Catharine Wolfgang
2595,Elizabeth  Henninger,Elisabeth Henninger
2597,Maria  Dunckelberger,Maria Dunkelberger
2599,Wife Of Adam Yoh,wife of Adam Yoh
2600,Maria Magdalena Strasser,Maria Magdalena Strasser
2604,Hannah  Kramer,Hanna Kramer
2605,Catharina  Henry,Catharina Henry
2609,Elizabeth  Geist,Elisabeth Geist
2610,Salome  Maurer,Salome Maurer
2611,Margriet  Maurer,Margaretha Maurer
2612,Wife Of Adam Schlabig,wife of Adam Schlabig
2613,Wife Of Moses Bensinger,wife of Moses Bensinger
2615,Catharina  Derr,Catharina Yoder
2616,Bill  Zimmerman,Polly Zimmerman
2624,Maria  Henninger,Maria Henninger
2625,Bill  Knerr,Polly Knerr
2626,Elizabeth  Hartman,Elisabeth Hartman
2630,Elizabeth  Wolfgang,Elisabeth Wolfgang
2631,Maria  Mattern,Maria Mattern
2634,Anna Maria Tolb,Anna Maria Delp
2635,Hannah  Dunckelberger,Hanna Dunkelberger
2637,Dorothea  Schaffer,Dorothea Schaffer
2640,Elizabeth  Heinebach,Elisabeth Hinebach
2641,Magdalena  Mattern,Magdalena Mattern
2642,Catharina  Kramer,Catharina Kramer
2643,Elizabeth  Fedderolf,Elisabeth Fedderolf
2646,Salome  Schroder,Salome Schroder
2648,Anna  Hessert,Anna Hessert
2650,Maria  Knerr,Maria Knerr
2651,Christina  Berckhauser,Christine Berckhauser
2654,Magdalena  Smith,Magdalena Smith
2656,Maria  Derr,Maria Derr
2658,Esther  Schneider,Esther Schneider
2661,Anna Margaretha Geist,Anna Margaretha Geist
2662,Maria  Fry,Maria Fry
2663,Magdalena  Klock,Magdalena Klock
2671,Maria  Schaffer,Maria Schaffer
2672,Margriet  Weiss,Margaretha Weiss
2673,Esther  Reiner,Esther Reiner
2675,Magdalena  Lohrman,Magdalena Lohrmann
2677,Catharina  Artz,Catharine Artz
2678,Elizabeth  Schuurman,Elisabeth Sherman
2679,Susanna  Herb,Susanna Herb
2681,Johanna  Paul,Johanna Paul
2688,Esther  Zimmerman,Ester Zimmerman
2690,Eva  Herb,Eva Herb
2692,Christina  Yoh,Christina Yoh
2695,Elizabeth  Kerstetter,Elisabeth Kersteter
2696,Bill  Mertz,Polly Mertz
2697,Elizabeth  Yoder,Elisabetha Yoder
2701,Bill  Weidel,Polly Weidel
2703,Wife Of John Haas,wife of John Hess
2704,Catharina  Magher,Catharina Mayer
2708,Lydia  Hartline,Lydia Hartline
