,canonical,original
0,Hendrick  Martensen,Hendrick Martensen
1,Jane  Jansen,Jan Jansen
2,Jacob  Barentsen,Jacob Barentsen
3,Andries  Barentsen,Andries Barentsen
4,Geertruy Jansen Van Campen,Geert Jansen van Campen
5,Mattheus  Roelofse,Mattheus Roelofse
6,Aard Pietersen Tack,Aard Pietersen Tack
7,Jurian  Westfael,Jurian Westvael
8,Lowi  Duboi,Lowi Duboi
9,Evert  Pels,Evert Pels
10,Peter  Winnen,Peter Winnen
11,Roelof  Swartwout,Roelof Swartwout
12,Jane  Williams,Jan Willemsen
13,Dirk Claesse De Wit,Dirk Claesse de With
14,Antoine  Crepel,Antoine Crepel
15,Jane  Broersen,Jan Broersen
16,Michael  Verree,Michael Verree
17,Peter Van Aalen,Peter van Aalen
18,Harman  Henderickse,Harman Hendricksen
20,Peter  Jacobs,Peter Jacobsen
22,Hendrick  Jochemsen,Hendrick Jochemsen
23,Christofel  Davids,Christofel Davids
24,Jane Janse Van Amesfoort,Jan Janse van Amesfoort
26,Jacob  Jooste,Jacob Joosten
27,Barent  Harmensen,Barent Harmensen
28,Jurian  Westfael,Jurian Westvall
30,Francis  Lozier,Francois Lesier
31,Jane Jansen Van Oosterwout,Jan Jansen van Oosterwout
33,Lammert  Huybersen,Lammert Huybersen
34,Dirk Claessen De Wit,Dirk Claessen de With
35,Jane Barentsen Kunst,Jan Barentsen Kunst
37,Albert Heymensen Roose,Albert Heymensen Roose
38,Arend  Tuenesse,Arend Tuenesse
39,Joost  Arentsen,Joost Arentsen
40,William  Beekman,William Beeckman
41,Gisbert Van Imbroeck,Gisbert van Imbroeck
43,Louis Du Boys,Louis du Boey
44,Hendrick  Arentsen,Hendrick Arentsen
45,Albert  Jansen,Albert Jansen
47,Ballerand Du Mont,Ballerand du Mont
49,Jacob Barentsen Kool,Jacob Barentsen Cool
50,Jane  Gerretsen,Jan Gerretsen
52,Dirk  Henderickse,Dirk Hendricksen
53,Cornelius Cornelisse Vernoy,Cornelius Cornelisse Vernoy
57,Francis  Leeseer,Francois Leeseer
58,Jane Jansen Van Amesfoort,Jan Jansen van Amesfoort
59,Paulus  Pels,Paulus Poulesse
60,Roelof  Henderickse,Roelof Hendricksen
62,Mennonites Of Friesland,Mennonites of Friesland
63,Frederick  Hussei,Frederick Hussei
64,Jacob  Jansen,Jacob Jansen
66,Lambert  Huybersen,Lambert Huybersen
68,Aaron Van Laar,Arien van Laar
70,Jurian  Westfael,Jurian Westvaal
73,Jane Jansen Van Oosterwout,Jan Jansen van Oosterhout
75,Hendrick  Aardsen,Hendrick Aertsen
76,Daniel  Broodheed,Daniel Broodheed
78,Louis  Dubois,Louis Duboeys
79,Waldron Du Mont,Waldron du Mond
82,Cornelius Cornelisse Vernoy,Cornelius Cornelisse Vernoey
86,Frederick  Horsjes,Frerick Horsjes
88,Frederick  Petersen,Frederick Pietersen
92,Wilhelm  Beekman,Wilhelm Beeckman
93,Jane Jansen Van Oosterwout,Jan Jansen Van Oosterhout
94,Dirk Claessen De Wit,Dirk Claesen de Wit
95,Antoine  Crepel,Antoine Crupel
96,Jane  Tysen,Jan Tysen
97,Cornelius  Wynkoop,Cornelius Wynkoop
98,Jane  Henderickse,Jan Hendricksen
99,Geertruy  Cornelisz,Geert Cornelissen
100,Jacob  Elmendorp,Jacobus Elmendorp
101,Antoine  Koeck,Antoine Koeck
103,Reynier Vander Kool,Reynier vander Coely
105,Jacob Yansen Van Etten,Jacob Yansen Van Etten
106,Frederick  Hussei,Frederick Hussy
107,Louis Du Boys,Louis du Booys
108,Dirk  Keyser,Dirk Keyser
112,William  Jansen,William Jansen
115,Warner  Horenbeeck,Warner Horenbeeck
116,Cornelius  Fynhout,Cornelius Fynhout
118,Joost  Adriaensen,Joost Adriaensen
120,Paulus  Poulusen,Paulus Poulusen
121,Antoine  Chrispel,Antoine Chrispel
123,William Monjeur De La La Montagne,William Monjeur de la Montagne
124,Jane Jansen Van Oosterwout,Jan Jansen Van Oosterhoudt
125,Arend Jansen Prall,Arend Jansen Prall
126,Roelof  Kierstede,Roelof Kierstede
127,Thomas  Teunesen,Thomas Teunesen
129,George  Hall,George Hall
131,Gerard  Aardsen,Gerard Aerdtesen
133,Hendrick  Albertsen,Hendrick Albertsen
135,Jeremiah  Kittel,Jeremiah Kettel
136,Edward  Wittikar,Edward Wittikar
137,Joris  Davids,Joris Davits
138,Louis  Bevery,Louis Bevery
139,Hendrick  Kipp,Hendrick Kip
140,Jane  Broecq,Jan Broecq
141,Cornelius  Maston,Cornelius Maston
142,Benjamin  Prevost,Benjamin Provoost
143,Jane  Jansen,Jan Janse
144,Dirk Jansz Schepmoes,Dirk Jans Schepmoes
145,Teunis  Jacobs,Teunis Jacobsen
146,Mattheus  Mattys,Mattheus Mattys
147,Joachim  Engelbardt,Joachim Engelbardt
148,Antoine  Telba,Antoine Telba
149,Peter  Jansen,Peter Jansen
150,Barent Van Borsum,Barent Van Borsum
151,Jacob  Aardsen,Jacob Aertsen
152,William  Beecq,William Beecq
153,William  Legg,William Legg
154,Paulus  Pels,Paulus Poulsse
155,Arie  Freesse,Arie Freesse
156,Andries  Pieterse,Andries Pietersse
157,Jacob  Brown,Jacob Bruin
158,Joost  Adriaense,Joost Adriaense
160,Jane  Eltingh,Jan Eltingh
161,Jacob  Rutse,Jacob Rutse
162,Jacob Van Elmendorp,Jacobus Van Elmandorp
163,Melgert  Claessen,Melgert Claessen
164,Wessel Ten Broecq,Wessel Ten Broeck
165,William Monjeur De La La Montagne,William Menjeur de La Montagne
166,Michael Du Moth,Michael de Moth
167,Cornelius  Vernoy,Cornelius Vernoy
168,Thomas Vander Marck,Thomas Van der Marck
170,William  Visscher,William Visscher
171,Gisbert  Crom,Gisbert Crom
172,Frederick  Pieterse,Frederick Pietersse
173,Roelof  Hendrixs,Roelof Hendrixs
174,Robert  Thysem,Robert Thysem
175,Heiman Aldertse Roose,Heiman Aldertse Rosa
176,Jane  Burhans,Jan Burhans
177,Hendrick  Alberts,Hendrick Albertse
178,Jane  Mathyse,Jan Matysse
179,Peter  Doejou,Peter Doejou
180,Walrand Du Mont,Walrand Du Mondt
181,Thomas Theunis Koeck,Thomas Theunisse Quick
182,Jacob Janse Van Etten,Jacob Jansse Van Etten
183,Johannes Du Hoges,Johannes de Hoges
184,Mattheus  Mathyse,Mattheus Matysse
185,Simon Le Febure,Simon Le Febure
186,Dirk  Keyser,Dirk Keiser
187,William Jansse Hooghtaelingh,William Jansse Hooghtaelingh
188,Hugh  Frere,Hugh Frere
189,Frederick  Hodje,Frederick Hodje
190,Hendrick  Paelingh,Hendrick Paelingh
191,Jane  Focke,Jan Focke
192,Robert  Pekock,Robert Pekock
193,Jane Janse Van Oosterwout,Jan Jansse Van Oosterhout
194,Jane  Hendrixs,Jan Hendrixsse
195,Jacob Jansse Decker,Jacob Jansse Decker
196,Arie Heymansse Roose,Arie Heymansse Rosa
197,Jacob  Rutse,Jacob Aertse
199,Teunis  Elysse,Teunis Elysse
200,Mattheus Blanjan Jr,Mattheus Blanjan jr
201,Leendert Barentsse Kool,Leendert Barentsse Cool
202,Teunis  Jacobs,Teunis Jacobsse
204,Jane Aldertse Roose,Jan Aldertsse Rosa
206,Laurence Van Gaasbeeck,Laurens Van Gaasbeeck
207,Hubert  Lambertsse,Hubert Lambertsse
208,Dirk Jansz Schepmoes,Dirk Jansse Shepmoes
209,Wilhelm Du Mayer,Wilhelm de Mayer
211,Jane  Mattyssen,Jan Mattyssen
212,Jane  Burhans,Jan Burrans
213,Mattheus  Mattyssen,Mattheus Mattysen
215,Joost  Adriaensen,Joost Adryansen
217,Jane Willmsen Brandt,Jan Willmsen Brant
219,Moses Du Puet,Moses de Puet
220,Leonard Barentsen Kool,Leonard Barentsen Coel
221,Teunis  Jacopsen,Toenes Jacopsen
222,Andries  Petersen,Andries Pietersen
223,Warner  Horenbeeck,Warner Hoerenbeeck
224,William  Cornelisen,William Cornelisen
225,Jane  Roose,John Roesa
226,Aaron  Franse,Aryan Fransen
228,Geertruy Van Vleet,Geert van Vleet
229,Peter Barentsen Kool,Peter Barentsen Coel
230,Jane Jansen Van Oosterwout,Jan Jansen van Osterhout
231,Mattheus Cornelisse Sleght,Mattheus Cornelis Sleght
232,Jacob  Bastiaanz,Jacob Bastiaanz
233,William  Hoogteyling,William Hoogteyling
234,Jacob Jansse Decker,Jacob Janz Decker
235,Dirk  Schepmoes,Dirk Schepmoes
236,Peter Jansse Slot,Peter Janz Slot
237,Thomas Vander Marcken,Thomas vander Marcken
238,Peter Corneliszen Lau,Peter Cornelisz Lau
239,Jane  Henderickse,Jan Hendrickz
240,Wilhelm  Mayer,Wilhelm Meyer
241,Henry  Paelingh,Henry Pawling
242,Robert  Teekoop,Robert Teekoop
243,Albert Jansz Steenwyck,Albert Janse Steenwyck
245,Jane  Eltingh,Jan Elting
246,Jacob Janse Van Etten,Jacob Janz van Ette
247,Jane  Koeck,John Cook
248,Roelof  Kierstede,Roelof Kiersted
249,Joachim  Hendricz,Joachim Hendricz
250,William Van Vredenburgh,William van Vredenburg
251,Thomas  Garton,Thomas Garton
253,Jane  Waert,Jan Waard
254,William  Asfordbye,William Asfordbye
255,Claes Claasz Sluyter,Claes Claasz Sluyter
256,Teunis  Elysse,Teunis Elisse
257,Wessel Ten Broecq,Wessel ten Broek
258,Leur  Jacobs,Leur Jacobz
259,Henrich  Beekman,Henrich Beekman
260,Wilhelm  Lucasz,Wilhelm Lucasz
261,Hugo  Frere,Hugo Frere
263,Paulus  Pels,Paulus Paulusz
264,Arie  Roose,Arie Rosa
265,Antoine  Chrispel,Antoine Crespel
266,Joost  Adriaense,Joost Adriaanze
267,Melgert  Clasz,Melgert Claasz
268,Abraham Du Bois,Abraham du Bois
269,Geertruy  Aertse,Geert Aartze
270,Mattheus Blan Jean,Mattheus Blan Jean
272,Hendrick  Jansen,Hendrick Janse
273,Simon  Kool,Simon Cool
274,Thomas Van De Marckte,Thomas van de Marckte
275,Jane  Burhans,Jan Buurhanz
276,Hendrick  Cornelisz,Hendrick Cornelisz
277,Cornelius  Maston,Cornelius Masten
278,Louis  Bevery,Louis Beviere
279,Peter  Pieterse,Peter Pieterz
280,Frederick  Gerritse,Frederick Gerritz
281,William Jansse Schut,William Janz Schut
282,Michael Du Mot,Michael de Mot
283,Joachim Engelbertz Van Name,Joachim Engelbertz van Name
284,Abraham  Haasbrouck,Abraham Haasbrouck
285,Robert  Chisen,Robert Chisen
286,William  Louritz,William Louritz
287,Mattheus Ten Eyck,Mattheus ten Eyck
288,Jacob  Rutse,Jacob Aartz
289,Peter  Lober,Peter Lober
291,Johannes Du Hoges,Johannes de Hooges
292,Gisbert  Alberts,Gisbert Aelbertz
293,Johannes  Smedes,Johannes Smeddes
294,Moses Du Puy,Moses de Puy
295,Mattheus  Mattys,Mattheus Matysz
296,Arie Franz Langet,Arie Franz Langet
297,Bruyn  Haagen,Bruyn Haagen
298,Jane  Roose,Jan Rosa
299,Andries Du Wit,Andries de With
300,Cornelius Teunisse Kool,Cornelius Teunisse Cool
301,Nicholas  Antoni,Nicholas Antoni
302,Jane  Wit,Jan Wood
303,Thomas  Swartwout,Thomas Swartwout
304,Peter  Kool,Peter Cool
305,Jacob  Brown,Jacob Bruyn
306,Teunis  Jacobs,Teunis Jacobz
307,Hendrick Ten Eyck,Hendrick ten Eyck
308,Leendert  Kool,Leendert Cool
309,Bruyn  Hendricxz,Bruyn Hendricxz
311,Jane  Meuwisz,Jan Meuwisz
312,Barent Van Borsum,Barent van Borssum
313,Abraham Le Matre,Abraham La Matre
314,William  Beecq,William Beeck
315,Peter Corneliszen Lau,Peter Cornelisz Lou
319,Albert Jansz Steenwyck,Albert Jansz Steenwyc
321,Joachim Engelbert Van Names,Joachim Engelbert van Names
322,Jane  Hendricz,Jan Hendricz
323,Thomas  Koeck,Thomas Quick
325,William De La Montaigne,William de la Montaigne
326,Mattheus Blan Jean,Mattheus Blanjan
327,Wilhelm Du Mayer,Wilhelm de Meyer
328,William J Hoogtylinge,William J. Hoogtylinge
329,Joost  Janz,Joost Janz
330,Jane  Hammel,Jan Hamel
331,Roelof  Henderickse,Roelof Hendrix
332,Nicholas  Roosevelt,Nicholas Rosevelt
333,Jacob  Aardsen,Jacob Rutzen
335,Henry  Paelingh,Henry Paling
336,William  Vischer,William Vischer
338,Warner  Horenbeeck,Warner Hoornbeek
339,William Jansse Schut,William Jansz Schut
341,Dirk Claesse De Wit,Dirk Claasz de With
342,Jane  Tice,Jan Tyse
343,Jane  Koeck,Jan Cock
345,Robert  Teekoop,Robert Tecop
346,Harman Du Grau,Harman de Grau
347,Mattheus  Sleght,Mattheus Slegt
348,Francis  Goderis,Francois Goderis
349,William  Legg,William Luyck
350,Andries  Pieterse,Andries Pieterz
352,Teunis  Elysse,Teunis Eliasz
354,Jacob Janse Van Etten,Jacob Janse van Etten
355,Thomas J Steenberge,Thomas J. Steenberge
356,Geertruy Jansz Decker,Geert Janse Decker
357,William  Asforby,William Asforby
360,Thomas  Loulais,Thomas Loulais
362,Richard  Hais,Richard Hais
363,William  Vredenburgh,William Vredenburg
365,Jane Jansse Postma,Jan Janz Postma
367,Johannes  Westfael,Johannes Westphael
368,Heiman  Roose,Heiman Rosa
369,Hubert  Lambertsse,Hubert Lambertz
370,Peter Pieterse Lasse,Peter Pieterz Lasse
371,Bruyn  Hendricz,Bruyn Hendricz
372,Hendrick  Jansz,Hendrick Jansz
373,Dirk J Schepmoes,Dirk J. Schepmoes
375,Henrich  Bogert,Henrich Bogaard
378,Cornelius  Gerritse,Cornelius Gerritz
380,Frederick  Pieterse,Frederick Pieterz
381,Thomas Van De Marck,Thomas vand Marck
382,Frederick  Elysse,Frederick Elis
385,Jane  Smedes,Jan Smeedes
387,Geertruy  Aertse,Geert Aartz
388,Egbert  Hendricz,Egbert Hendricz
391,Andries Du Wit,Andries de Wit
394,Johannes  D'Hooges,Johannes d'Hooges
396,Simon  Pels,Simon Pels
397,Arie  Franse,Arie Franze
400,Mattheus  Mattys,Mattheus Matyze
401,Gisbert  Alberts,Gisbert Albertz
402,Humphrey  Davenport,Humphrey Davenport
404,Lodewick  Ackerman,Lodewick Ackerman
405,Cornelius  Kool,Cornelius Cool
406,Hendrick Van Wayen,Hendrick van Wayen
407,Jacob  Elbendorp,Jacobus Elbendorp
409,Jane  Eltingh,Jan Elten
410,Robert  Teekoop,Robert Teecop
411,Hendrick  Clasz,Hendrick Claasz
412,Jane  Hap,Jan Hap
413,Jacob  Slot,Jacobus Stol
415,Hendrick  Paelingh,Hendrick Paling
416,William  Heyns,William Heyns
418,Jacob  Rutse,Jacob Aartze
421,Warner  Horenbeeck,Warner Hoornbeeck
423,Wessel Ten Broecq,Wessel ten Brouck
424,Geertruy Van Vleet,Geert van Vlied
425,Moses Du Graef,Moses de Graef
426,Jacob  Broerz,Jacob Broerz
427,Albert Van Steenwyck,Albert van Steenwyck
428,Johannes  Westfael,Johannes Westvaal
430,Jane  Wit,John Wood
431,Burger  Meyndertszen,Burger Meynderts
433,Marinus Van Aken,Marinus van Aken
434,Mattheus  Mattys,Mattheus Matyz
437,William  Asforby,William Asforbie
438,Richard  Hussei,Richard Hees
442,Abraham Le Matre,Abraham La Metre
444,Peter  Lau,Peter Lau
445,Joachim  Engelbardt,Joachim Engelbert
446,Gerard  Deckers,Gerard Deckers
448,Thomas  Steenberge,Thomas Steenberge
449,William  Laurige,William Laurige
450,Thomas  Swartwout,Thomas Swartwoud
452,William J Hoogteyling,William J. Hoogteyling
453,Bruyn  Henderickse,Bruyn Hendrix
454,Jane Van Vleet,Jan van Vlied
456,Antoine  Crepel,Antoine Creupel
458,Hendrick  Alberts,Hendrick Albertz
459,Mattheus Blan Jean,Mattheus Blanjean
461,Jacob  Rutgers,Jacob Rutgers
462,Moses Du Puy,Moses du Puy
466,Jane  Woel,John Woel
467,Philip  Montorn,Philip Montorn
468,Cornelius  Lambertsse,Cornelius Lambertz
469,Joost J Van Meteren,Joost J. van Meteren
470,Jacob Van Etten,Jacob van Etten
471,Jane  Evertz,Jan Evertz
474,Egbert  Jochemz,Egbert Jochemz
478,Dirk Van Vleet,Dirk van Vlied
484,Roelof  Hendricz,Roelof Hendricz
485,Jacob  Aardsen,Jacob Aartzen
487,Geertruy  Aardsen,Geert Aartzen
488,Geertruy  Boogaard,Geert Boogaard
489,Jane  Matysz,Jan Matysz
492,William  Hussei,William Heys
494,Arie  Franse,Arie Franz
500,William J Schut,William J. Schut
501,Jurian  Lootman,Jurian Lootman
502,Humphrey  Davenford,Humphrey Davenford
507,Patrick  Magrigry,Patrick Magrigry
511,Jacob  Rutgers,Jacob Rutgerz
513,Moses Du Graef,Moses de Graaf
514,Jane Jacobs Slot,Jan Jacobs Stol
515,Robert  Sysy,Robert Sysy
516,Johannes  Jurejaen,Johannes Jurejaen
517,Joachim  Heyndryck,Joachim Heyndryck
518,Jane  Leeseer,Jan Lassyer
519,Joannes  Schenck,Joannes Schenk
520,Jane  Meuwisz,Jan Meuwese
522,Robert  Pekock,Robert Pecock
523,Peter  Lassingh,Peter Lassingh
524,Jane  Bige,Jan Bige
525,Jane  Veel,Jan Veel
526,Cornelius Martenzen Van Elsensteyn,Cornelius Martenzen Van Elsensteyn
528,Cornelius  Kool,Cornelius Coel
529,William  Vischer,William Fisher
530,Gerard Van Vleet,Gerard Van Vliet
531,Claes Claasz Sluyter,Claes Klaes Sluyter
532,French  People,French people
533,Jane  Burhans,Jan Boerhans
534,William Van Vredenburgh,William Van Vredonbergh
535,Gariet  Decker,Gariet Decker
536,Johannes  Westbroeck,Johannes Wesbroeck
537,Richard  Hussei,Richard Haes
538,Joachim Van Name,Joachim Van Naem
539,Cornelius  Maston,Cornelius Maeston
540,Bruyn  Henderickxen,Bruyn Henderickxen
541,Jacob Jansen Decker,Jacob Jansen Decker
543,Hubert  Lambertsse,Hubert Lambers
544,Benjamin  Prevost,Benjamin Prevost
545,Mattheus  Mattyssen,Mattheus Mattyssen
546,Jane Van Vleet,Jan Van Vliet
547,Alexander  Meynis,Alexander Meynis
548,Aaron Rose Alberson,Ariaan Rose Alberson
549,Nelis  Lambertsse,Nelis Lambers
550,Dirk  Vleet,Dirk Vliet
551,Moses Du Puits,Moses du Puits
552,Hendrick  Beekman,Hendrick Beeckman
553,Broer  Jansen,Broer Jansen
554,Teunis  Elissen,Teunis Elissen
555,Abraham Le Matre,Abraham le Maitre
556,Arie  Gerretsen,Arye Geritsen
557,Marinus Van Aken,Marinus Van Aken
558,Burger  Meyndersen,Burger Meyndersen
560,Hendrick  Cornelisz,Hendrick Cornelissen
561,Jacob  Rutgerson,Jacob Rutgerson
562,William  Laurige,William Louerydge
563,Geesberth  Crom,Geesberth Krom
565,Thomas  Jansen,Thomas Jansen
566,David  Toshack,David Toshack
568,Abraham Le Roux,Abraham le Roux
569,William  Legg,William Legge
570,Egbert  Henderickse,Egbert Henderix
571,Jacob  Aardsen,Jacob Artsen
572,Jurie  Lootman,Jurie Lootman
573,Andries Du Wit,Andries de Witt
574,Arie Fransen Langerth,Arie Fransen Langerth
575,Matthew  Blanchamp,Mathew Blanchamp
576,Teunis  Jacobs,Teunis Jacobs
577,Wilhelm Du Mayer,Wilhelm de Meyr
578,Simon  Kool,Simon Kool
579,Johannes  Wynkoop,Johannes Wynkoop
580,Philip  Minton,Philip Minton
581,Hendrick Jansen Van Den Boys,Hendrick Jansen Van den Bos
582,Peter  Lau,Peter Low
583,Hendrick  Jansen,Hendrick Jansen
585,Thomas Teunisse Koeck,Thomas Teunisse Quick
586,Gerith  Decker,Gerith Decker
587,William De La La Montagne,William de la Montagne
588,Andries Pieterse Van Leeuwen,Andries Pieterse Van Leuven
589,Johannes  Gersen,Johannes Gersen
591,Johannes  Postma,Johannes Postma
592,Mattheus  Sleght,Mattheus Slecht
593,Peter  Kool,Peter Kool
594,Peter  Winnen,Peter Weynen
595,Peter  Pieterse,Peter Pieterse
596,Jane  Mattyssen,Jan Mattysen
597,Leur  Jacobs,Leur Jacobs
598,Hendrick  Arie,Hendrick Arie
599,Johannes  Hardenbroek,Johannes Hardenbroeck
600,Jane  Everson,Jan Eversen
601,Geesberth Van Garton,Geesberth Van Garden
602,Thomas Vander Marck,Thomas Vander Merck
603,Moses Du Grau,Moses de Graue
605,Jacob Jansen Van Etthe,Jacob Jansen Van Etthe
609,Jane  Waert,Jan Waerdt
610,Hendrick  Wayen,Hendrick Weyn
611,Humphrey  Davenboot,Humphrey Davenboot
612,Leonard  Kool,Leonard Kool
613,Hendrick  Aldersen,Hendrick Aldersen
614,Aaron Jacobus Van Oostrant,Aaron Jacobs Van Oostrant
615,Mattheus Ten Eyck,Mattheus De Nyck
616,Ayme  Canch��,Ayme Canch��
617,Thomas  Swartwout,Thomas Swartwoudt
618,Jane  Roose,Jan Roose
619,Ellebrandt  Legier,Ellebrandt Legier
620,Nicholas  Roosevelt,Nicholas Roosevelt
621,Joost  Jansen,Joost Jansen
622,Philip  Schuyler,Philip Schuylder
623,Johannes  Westfael,Johannes Westphal
624,Johannes Der Boys,Johannes Ter Bos
626,Jane  Legier,Jan Legier
627,Benjamin  Prevost,Benjamin Provost
628,Peter  Gaertje,Peter Gaertje
629,Jane  Blanchart,Jan Blanchart
630,Geertruy  Aardsen,Geert Aertsen
632,Hendrick  Hendrixen,Hendrick Hendrixen
634,Cornelius  Kool,Cornelius Kool
635,Hendrick  Clasz,Hendrick Klaes
637,Johannes  Schenck,Johannes Schenk
638,Heiman  Roose,Heiman Roos
640,Edward  Wynkoop,Edward Wynkoop
641,Wilhelm  D'Meyer,Wilhelm d'Meyer
643,Cornelius  Gerritse,Cornelius Gerietz
644,Abraham Le Matre,Abraham la Mettre
645,Samuel  Levrits,Samuel Levrits
646,Patrick  Schut,Patrick Schott
647,Jane  Welds,Jan Welds
648,James  Cornis,James Cornis
649,James  Pennik,James Pennik
651,Dirk  Cornelisen,Dirk Cornelisen
653,Johannes  Wesbrook,Johannes Wesbrook
655,Hubert  Lambertsse,Hubert Lambertsen
657,Jacob Du Bois,Jacob du Bois
659,David Du Bois,David du Bois
660,Francis Mattysen Blangea,Francois Mattysen Blangea
661,Moses Du Boys,Moses de Puis
662,Jacob  Decker,Jacob Dekker
663,Bruyn Henderiksen Bresser,Bruyn Henderiksen Bresser
664,Jacob  Aardsen,Jacobus Rutzen
665,Joachim  Henderickse,Joachim Henderiksen
666,Arie  Gerritse,Arie Gerritsen
668,Jane  Wit,Jean Woedt
669,Teunis  Petersen,Teunis Pietersen
670,Johannes  Westfael,Johannes Westfaal
671,Jacob  Aardsen,Jacob Aartsen
672,Evert  Wynkoop,Evert Wynkoop
674,Thomas  Koeck,Thomas Quik
675,Hendrick  Henderickse,Hendrick Henderiksen
676,Mattheus Ten Eyck,Mattheus ten Eyk
677,Johannes  Bekker,Johannes Bekker
678,Johannes Van Hoesen,Johannes Van Hoesen
679,Johannes  Bosch,Johannes Bosch
680,Walra Du Mon,Walra du Mon
681,Patrix  Schut,Patrix Schot
682,Solomon Du Bois,Salomon du Bois
683,Moses Du Boys,Moses du Puis
687,Geertruy J Decker,Geert J. Dekker
688,Hendrick  Schoonhoven,Hendrick Schoonhoven
689,Cornelius  Garritsen,Cornelius Garritsen
690,Bruyn  Bresser,Bruyn Bresser
691,Dirk Van Vleet,Dirk Van Vliet
692,Hendrick  Gardenier,Hendrick Gardenier
693,Johannes Der Bosch,Johannes Ter Bosch
694,Gisbert  Albertsen,Gisbert Albertsen
696,Joachim  Schoenmaker,Joachim Schoonmaker
697,Jacob Le Matre,Jacobus la Metre
698,Mattheus  Mattheeusen,Mattheus Mathysen
699,Teunis  Elissen,Teunis Elisen
700,Jane  Burhans,Jan Borhans
702,Dirk Vander Grau,Dirk van der Karre
704,Cornelius  Lambertsse,Cornelius Lambertsen
705,Mattheus Blan Jean,Mattheus Blangean
708,Cornelius  Bogardus,Cornelius Bogardus
709,Johannes  Westbroeck,Johannes Westbroek
710,Egbert  Henderickse,Egbert Henderiksen
713,Thomas  Swaart,Thomas Swart
714,Peter  Crepel,Peter Croepell
715,Geertruy  Aardsen,Geert Aartsen
716,David Du Bois,David Du Bois
717,Jane Du Wit,Jan de Wit
719,Jane Le Chaire,Jean La Chaire
720,Jane  Schut,Jan Schut
721,Hubert  Sylant,Hubert Sylant
727,Geertruy Van Vleet,Geert van Vliet
728,Hendrick Cornelisen Bogert,Hendrick Cornelisen Bogaart
729,Cornelius  Tack,Cornelius Tack
730,Jane  Evertszen,Jan Evertsen
732,Hendrick  Lambertsse,Hendrick Lambertsen
733,Egbert  Gerritse,Egbert Gerritsen
734,Jane Aldertse Roose,Jan Aaldertse Roos
736,William  Levrits,William Loffrits
739,Claes Claasz Sluyter,Claes Claase Sluyter
740,Isaac  Davids,Isaac Davids
742,Jane  Hammel,Jan Hamell
743,Mattheus  Gerritse,Mattheus Gerritsen
744,Adam  Swaart,Adam Swart
745,Johannes  Westphalen,Johannes Westphalen
746,Broer  Decker,Broer Dekker
747,Frederick  Cloete,Frederick Cloete
748,Joachim Van Namen,Joachim Van Namen
749,Simon  Kool,Simon Kooll
751,Cornelius  Swaart,Cornelius Swart
752,Jane Oosterhout Jr,Jan Oosterhout jr
753,Cornelius Du Duytser,Cornelius de Duytser
756,Peter Van Bommell,Peter Van Bommel
757,Peter  Lambertsse,Peter Lambertsen
758,Richard  Broodheed,Richard Bradid
760,Jane  Chambers,Jan Chambers
761,Jane Van Campen,Jan Van Campen
762,Waldron Du Mont Jr,Waldron du Mont jr
763,Jane  Fort,Jean Fort
764,Hendrick  Beekman,Hendrick Beekman
765,Johannes Van Hussei,Johannes Van Hoese
766,Jane Van Etten,Jan Van Etten
767,Jane Piere Richart,Jean Piere Richart
771,Francis  Gaignon,Francois Gaignon
772,Pierre  Montras,Piere Montras
773,Jane  Petit,Jean Petit
774,Adrian  Franse,Adriaan Fransen
775,Cornelius  Tack,Cornelius Tak
776,Nicholas  Antoni,Nicholas Antony
777,Warner  Horenbeeck,Warner Hoorenbeek
778,Simon  Schouten,Simon Schouten
779,Jane  Oostrom,Jan Oostrom
781,Jacob Le Matre,Jacobus la Maitre
783,Hendrick  Schoenmaker,Hendrick Schoonmaker
785,Jane  Koeck,John Cok
786,Wilhelm  White,Wilhelm White
787,Conrad  Elmerdorp,Conrad Elmerdorp
788,Peter  Crepel,Peter Crupel
790,Cornelius  Lammerse,Cornelius Lammersen
792,Teunis  Oosterwout,Teunis Oosterhout
794,Abraham  Haasbrouck,Abraham Haasbroek
795,Peter  Gimair,Peter Gimair
799,Humphrey  Davenport,Humphrey Davinport
800,Geertruy  Wynkoop,Geert Wynkoop
802,Jane  Waert,John Ward
803,Hendrick  Claessen,Hendrick Claasen
805,Abraham  Rutan,Abraham Rutan
806,Egbert  Henderickse,Egbert Hendriks
808,Jane  Wells,Jan Wels
810,Cornelius  Gerritse,Cornelius Gerritsen
811,Leur  Jacobs,Leur Jacobsen
812,Jane  Roeland,Jan Roeland
813,Jane  Boys,Jan Buys
814,Geertruy  Lammertsen,Geert Lammertsen
815,James  Penning,James Penning
816,Johannes  Westbroeck,Johannes Westbrook
817,Geertruy  Decker,Geert Dekker
818,Francis  Hardik,Francis Hardik
819,Jane Van Campen,Jan van Campen
820,Abraham  Tiertsoo,Abraham Tiertsoo
822,Jane Van Etten,Jan van Etten
825,Abraham Le Matre,Abraham la Maitre
828,Charles  Broodheed,Charles Bradhead
829,Emmanuel  Gonsalis,Emmanuel Gonsalis
832,Isaac  Davids,Isak Davids
833,Elia  Gardevin,Elie Gardevin
835,Meyndert  Schut,Meyndert Schut
836,Jane  Brigs,John Brigs
837,Mattheus  Blanchan,Mattheus Blanchan
