,canonical,original
946,Frederick  Schinckel,Frederick Schinckel
947,William  Waal,William Will
949,Adam  Altburger,Adam Altberger
950,John Tonnes Kram,John Tonnes Crum
951,Peter  Conver,Peter Conver
952,John  Wagener,John Wagener
954,John Jacob Weber,John Jacob Weber
955,Martin  Ryan,Martin Ryan
956,Frederick  Schwartz,Frederick Schwartz
957,John  Fanz,John Fans
958,Adam  Miehler,Adam Muller
960,George  Wilki,George Wilcke
963,Christian  Schmied,Christian Schmidt
965,Joseph  Keyser,Joseph Kaiser
966,Jacob  Enck,Jacob Enck
967,Henry  Krebs,Henry Krebs
968,Philip  Clauser,Philip Glaser
969,----  Stucki,---- Stock
971,John Henry Campfer,John Henry Campfer
973,George  Blum,George Blum
974,Wigant  Specker,Wigant Specker
975,Michael  Terri,Michael Terri
976,John  Miehler,John Muller
981,John  Tauenhein,John Tauenhein
983,Samuel  Mason,Samuel Mason
986,John  Mannen,John Mannen
989,John Philipse Reiss,John Philip Reis
990,Caspar  Bindscherlach,Casper Bindscherlach
991,Henry  Grotjan,Henry Grotjan
992,Jacob  Bischofberg,Jacob Bischofberg
995,William  Tauber,William Dauber
998,William  Lohman,William Lohman
999,Abraham  Schwing,Abraham Schwing
1004,John  Halberstadt,John Halberstad
1005,George  Bouton,George Button
1006,John Ludwig Schweitzer,John Ludwig Schweitzer
1008,Mattheus  Sisler,Matthias Seeler
1009,George  Diel,George Diehl
1010,Jacob  Huser,Jacob Weiser
1011,William  Burckhard,William Burckhardt
1012,Conrad  Scheller,Conrad Scheller
1013,Martin  Harnisch,Martin Harnisch
1014,Jacob  Aman,Jacob Amman
1015,John Michael Panwart,John Michael Pannwahrt
1020,Philip  Bum,Philip Bohm
1021,Rudolph  Mohr,Rudolph Meyer
1023,Adam  Laeng,Adam Laeng
1028,Henry  Pieterse,Henry Peters
1030,Conrad  Schmied,Conrad Schmidt
1034,Peter  Braun,Peter Braun
1035,Philip Casper Eulert,Philip Casper Eulert
1037,Joseph  Miehler,Joseph Muller
1038,Albrecht  Hilligass,Albrecht Hillegas
1039,Daniel  Tappen,Daniel Tappen
1042,Conrad  Moenich,Conrad Moenich
1043,Antoine  Birkenbeil,Anthony Berckenbeul
1044,Conrad  Waal,Conrad Weil
1045,Jacob  Prattler,Jacob Prattler
1046,Ludwig  Kuehn,Ludwig Kuhn
1047,Caspar Diederich Weyberg,Casper Diederich Weyberg
1051,Rudolph  Naef,Rudolf Naf
1052,John  Sisler,John Seller
1053,John Gerlach Widerstein,John Gerlach Widerstein
1054,John  Staud,John Staht
1055,John Jacob Faeh,John Jacob Veh
1056,Jacob  Schafer,Jacob Schaeffer
1059,Henry  Krebs,Henry Kreps
1060,John  Mesmer,John Messemer
1062,Emanuel  Popi,Manuel Popi
1064,Caspar  Zuder,Casper Souder
1066,David  Domminick,David Dominick
1067,Peter  Kleyn,Peter Klein
1068,Mattheus  Stimmel,Matthias Stimmel
1069,Adam  Eckhardt,Adam Eckhardt
1070,John  Febereit,John Febereit
1071,Charles  Chamberlein,Charles Chamberlein
1072,John Carl Schakar,John Carl Schakar
1074,Jacob  Weitz,Jacob Weitz
1075,Antoine  Kram,Anthony Crum
1077,Jacob  Stucki,Jacob Stocki
1079,John  Bigonne,John Bigonne
1080,Jacob  Sinck,Jacob Sinck
1082,Jacob  Klethi,Jacob Klethi
1087,Peter  Rasber,Peter Rasber
1089,Carl  Steltz,Carl Stoltz
1093,John George Wilki,John George Wilcki
1094,John Peter Blum,John Peter Plum
1096,Christopher  Paris,Christopher Beris
1098,Jacob  Garle,Jacob Garle
1100,John George Ernstdorf,John George Ernstdorf
1102,Jacob  Wacke,Jacob Wack
1105,Ludwig  Keiler,Ludwig Keiler
1106,John Christian Abel,John Christian Appel
1108,Mattheus  Sisler,Matthias Sehler
1112,Philip  Wirth,Philip Wirth
1113,Jacob Van Roth,Jacob van Rieth
1115,Jacob  Bayer,Jacob Weber
1116,Philip  Tippo,Philip Tipo
1117,George  Reichwein,George Reichwein
1122,John  Bergman,John Bergman
1123,Thomas  Wind,Thomas Wind
1125,John Peter Stockman,John Peter Stockman
1129,Rudolph  Haubern,Rudolph Haubern
1130,Henry  Lutsch,Henry Lutsch
1132,John Gottfried Mohr,John Gottfried Meyer
1133,George  Hoerner,George Hoerner
1135,Balthazar  Rabanos,Balthasar Rabanos
1136,John Philipse Reiss,John Philip Reiss
1137,Jacob  Hess,Jacob Weiss
1139,William  Rotter,William Ritter
1140,Joost  Eberth,Jost Eberth
1141,Jacob Van Rudy,Jacob van Riedt
1143,Henry  Schettel,Henry Schittel
1146,Michael  Grieder,Michael Kreider
1148,Abraham  Gobeler,Abraham Kapeler
1149,Frederick  Domminick,Frederick Dominick
1152,Abel  Wells,Abel Wells
1154,William  Miehler,William Mueller
1155,Henry  Hemsing,Henry Hemsing
1161,Frederick  Schakar,Frederick Schakar
1162,Jacob  Braun,Jacob Braun
1163,Daniel  Weber,Daniel Weber
1165,John  Darny,John Darny
1166,Christopher  Keiler,Christopher Keller
1167,John  Tauenheimer,John Tauenheimer
1168,Caspar  Diel,Casper Diehl
1170,Jacob  Bayer,Jacob Bauer
1171,John Philipse Schmick,John Philip Schmick
1173,David  Ivens,David Evins
1174,Nicholas  Bekker,Nicholas Becker
1175,John  Orfgen,John Orfgen
1176,Michael  Gamber,Michael Gamper
1179,George  Hund,George Hund
1181,Daniel  Waal,Daniel Wial
1182,Christopher  Hartman,Christopher Hartman
1183,John  Diel,John Dahl
1184,Henry  Fanz,Henry Fans
1185,John Henry Enck,John Henry Young
1186,Mattheus  Schuetz,Matthew Schutz
1187,Philip  Stoadtinger,Philip Stoadtinger
1188,Samuel  Leyens,Samuel Lyons
1189,Jacob  Kehr,Jacob Kreh
1190,John  Pistor,John Pister
1191,Frederick  Bohmer,Frederick Bohmer
1194,John  Wagener,John Wagner
1195,John Peter Schreiber,John Peter Schreiber
1196,Henry  Peter,Henry Peter
1197,John Gerlach Drauth,John Gerlach Drauth
1198,Christian  Haushalter,Christian Haushalter
1201,Caspar  Weyberg,Casper Weyberg
1203,Harmen  Orner,Herman Arner
1204,Henry  Sched,Henry Sched
1209,Peter  Dischung,Peter Tischong
1212,----  Maus,---- Masi
1214,Christian  Mintel,Christian Mintel
1215,Rudolph  Naef,Rudolf Nef
1222,John Ernest Diel,John Ernest Diehl
1223,Peter  Bekker,Peter Becker
1226,Philip  Reiss,Philip Reiss
1227,John Conrad Stein,John Conrad Stein
1228,Francis  Schafer,Francis Scheffer
1230,Isaac  Lefevre,Isaac Lefevre
1231,Jacob  Fanz,Jacob Fans
1232,Ludwig  Fisteler,Ludwig Fisteler
1237,John  Koch,John Koch
1240,Frederick  Locher,Frederick Locher
1241,Frederick  Faselong,Frederick Faselong
1244,Jacob  Bischoffberger,Jacob Bischoffberger
1245,Carl  Chagard,Carl Schakard
1246,John Henry Scheider,John Henry Scheider
1250,Ulrich  Ranger,Ulrich Ranger
1251,John  Schie,John Schee
1252,Jacob  Keyser,Jacob Keiser
1253,George  Eulert,George Eulert
1255,John  Tauenheimer,John Ottenheimer
1256,Jacob  Prattler,Jacob Pratler
1258,John Frantz Schafner,John Frantz Schaffner
1260,----  Buchert,---- Buchert
1263,Julius  Korper,Julius Korper
1265,George  Bachofen,George Bachofen
1269,Ludwig  Roth,Ludwig Reith
1271,Jacob  Waespi,Jacob Waspi
1272,John  Mervin,John Mervin
1274,Conrad  Steltz,Conrad Stoltz
1276,George  Wilki,George Wilki
1277,Daniel  Tielman,Daniel Tielman
1279,John  Fiscus,John Fiscus
1282,John  Heins,John Heins
1283,Christian  Joung,Christian Joung
1284,Samuel  Graf,Samuel Graf
1288,John  Hoffman,John Hofman
1290,Frederick  Arnbach,Frederick Arnbach
1291,William  Wolff,William Wolff
1292,Antoine  Birkenbeil,Anthony Berckenbeil
1297,Caspar  Coelling,Casper Coelling
1298,Carl  Gambestein,Carl Gambestein
1300,Michael  Forner,Michael Forner
1301,Abraham  Huser,Abraham Hauser
1304,Ludwig  Mohr,Ludwig Meyer
1308,John  Widerstein,John Widerstein
1312,John Jacob Stucki,John Jacob Stocki
1313,Joseph  Braun,Joseph Brown
1314,John George Kramp,John George Cramb
1317,Simon  Schellenberger,Simon Schellenberger
1318,John  Harrer,John Rori
1320,John  Walter,John Walter
1321,John George Krauskopf,John George Krauskopf
1322,Emanuel  Popi,Emmanuel Pop
1323,John Peter Frey,John Peter Frey
1324,Jacob  Ryan,Jacob Rinou
1325,Philip  Schreib,Philip Schreib
1326,Frederick  Schinckel,Frederick Schinckle
1327,George  Sisler,George Zeller
1328,John  Sisler,John Sehler
1333,John  Grebil,John Krebel
1335,Ludwig  Pfister,Ludwig Pfister
1336,George Jacob Hausmann,George Jacob Hausman
1337,John Adam Brughauser,John Adam Brughauser
1341,John  Haan,John Hahn
1342,Daniel  Haan,Daniel Hahn
1346,Michael  Planckenhahn,Michael Planckenhahn
1348,Jacob  Kloeti,Jacob Kloti
1349,Conrad  Alster,Conrad Alster
1351,Caspar  Wacke,Casper Wack
1353,Adam  Eckhardt,Adam Eckhard
1355,John George Schaub,John George Scheb
1358,John Christian Haan,John Christian Hahn
1359,Peter  Schreiber,Peter Schreiber
1362,Bernard  Kehr,Bernard Kehr
1364,Carl  Zuder,Carl Souder
1366,Jacob  Schafer,Jacob Schaefer
1371,Jacob  Wollenschleger,Jacob Wollenschleger
1372,Henry  Flecke,Henry Flick
1373,Frederick  Paul,Frederick Paul
1374,John Jacob Enck,John Jacob Enck
1375,Andrew  Bengel,Andrew Bengel
1377,George  Penther,George Penther
1378,John Christian Schneider,John Christian Schneider
1381,Christian  Hartman,Christian Hartman
1383,Michael  Thor,Michael Therri
1385,John Frederick Allenbach,John Frederick Allenbach
1387,Samuel  Layon,Sam Layon
1388,George  Stadler,George Stadler
1390,John Philipse Jacob,John Philip Jacob
1394,Abraham  Tippo,Abraham Tibo
1395,John Ludwig Schmick,John Ludwig Schmick
1397,John  Sprauth,John Sprauth
1399,Peter  Stey,Peter Stay
1400,Frederick  Simon,Frederick Simon
1401,Jacob  Wever,Jacob Wever
1404,Valentyn  Braun,Valentine Brown
1405,Christian  Jauch,Christian Jauch
1408,John  Pfau,John Pfau
1409,John Jacob Roth,John Jacob Roth
1410,George  Gangwer,George Gangwer
1411,William  Beltz,William Peltz
1412,George  Zeissiger,George Zeissiger
1415,John Gerlach Kern,John Gerlach Gran
1416,John Henry Miehler,John Henry Mueller
1419,Philip Casper Euler,Philip Casper Euler
1420,Michael  Gamber,Michael Camper
1424,Henry  Schmied,Henry Schmit
1425,Henry  Borcki,Henry Borcki
1427,Christian  Kehr,Christian Kehr
1430,Philip  Reiss,Philip Reis
1431,Henry  Strohman,Henry Strohman
1434,John  Strupp,John Strub
1436,Daniel  Haan,Daniel Hen
1439,Michael  Fanz,Michael Fans
1440,Samuel  Graf,Samuel Graff
1442,Daniel  Kelman,Daniel Kelman
1443,Thomas  Schie,Thomas Schaa
1445,Timothe  Silowen,Timothe Silowen
1449,Caspar  Weyberg,Casparus Weyberg
1450,Francis  Schafner,Francis Scheffner
1451,Philip  Schrott,Philip Schreit
1453,Caspar  Rudy,Casper Reude
1457,John Michael Prattler,John Michael Pratler
1461,John Just Wind,John Jost Weyand
1464,John Peter Aman,John Peter Ehman
1466,Philip  Sisler,Philip Zeller
1471,Henry  Hamerich,Henry Hamerich
1472,John  Orfgen,John Orifgen
1475,Mattheus  Sisler,Matthias Sahler
1479,William  Strembeck,William Strimbeck
1481,----  Eschelman,---- Eschelman
1482,Jacob  Werntz,Jacob Werntz
1483,John  Grieder,John Kreider
1486,John George Penther,John George Penther
1488,William  Runckel,William Runckel
1489,Conrad  Scheller,Conrad Schoeller
1496,Ulrich  Ronner,Ulrich Ronner
1497,Thomas  Zeiner,Thomas Zeiner
1501,Ludwig  Roth,Ludwig Reuth
1502,John Jacob Jud,John Jacob Jud
1503,Abraham  Wilt,Abraham Wilt
1504,Michael  Kammer,Michael Kammer
1505,Jacob  Bayer,Jacob Beer
1508,Felix  Fenner,Felix Fenner
1511,Rory  Rori,Rory Rory
1512,William  Kuehn,William Cuhn
1514,Jacob  Penther,Jacob Penther
1520,William  Torner,William Torner
1525,John  Schneider,John Schneider
1526,Henry  Domminick,Henry Dominick
1527,Frederick  Allenbach,Frederick Allenbach
1528,Peter  Reusch,Peter Reusch
1529,John  Warmer,John Warner
1534,John  Kuehn,John Coun
1536,Jacob  Ryan,Jacob Reno
1537,Michael  Forner,Michael Farner
1539,Caspar  Schuessler,Casper Schuessler
1540,John  Roscher,John Roscher
1542,Philip  Haller,Philip Euler
1543,John Jacob Behringer,John Jacob Behringer
1544,Jacob  Bischopberger,Jacob Bischopberger
1547,Peter  Cober,Peter Cuper
1548,Henry  Widerstein,Henry Widerstein
1549,John  Sinck,John Sing
1554,Jacob  Sinck,Jacob Sing
1556,John Christian Froelig,John Christian Froelig
1557,Peter  Osius,Peter Osius
1558,George Philipse Stoadtinger,George Philip Stoudinger
1559,William  Rupp,William Rup
1560,Harmen  Orner,Hermany Orner
1561,John  Tauenheim,John Tauenheim
1563,Frederick  Riemer,Frederick Romer
1566,Carl  Gamberlein,Carl Gamberlein
1567,Ludwig  Kacher,Ludwig Kacher
1570,Frederick Daniel Locher,Frederick Daniel Locher
1571,John Adam Alberger,John Adam Alberger
1573,John Peter Haan,John Peter Hahn
1574,George  Hund,George Hand
1577,George  Bachofen,George Backofen
1578,Balthazar  Ravener,Balthasar Ravener
1579,Paulus  Schneider,Paul Schneider
1580,John  Mesmer,John Mesemer
1582,Christian  Haan,Christian Hahn
1583,Jacob  Ehbregt,Jacob Ehbregt
1584,John  Armbruster,John Armbruster
1585,Henry  Schitt,Henry Schaedt
1586,John Adam Bruchhauser,John Adam Bruchhauser
1587,Michael  Blanckenagel,Michael Blanckenagel
1588,Henry  Pollbach,Henry Pollbach
1593,Martin  Thoma,Martin Thoma
1594,Jacob  Wollenschleger,Jacob Wollenschlaeger
1595,George,George ----
1598,Frederick  Mielefeld,Frederick Mielefeld
1600,Antoine  Birkenbeil,Anthony Birckenbeul
1601,Liberta  Kuehn,Liberta Cuhna
1603,John  Ahrs,John Ahrs
1605,Peter  Bart,Peter Bart
1607,Philip  Clauser,Phlip Glaser
1608,Andrew  Teis,Andrew Theis
1610,John  Pollebacher,John Pollebacher
1612,Ludwig  Schmick,Ludwig Schmiek
1614,Ludwig  Pfistler,Ludwig Pfistler
1618,John Henry Miehler,John Henry Muller
1621,Jacob  Kommerer,Jacob Kommerer
1623,John  Heins,John Hens
1626,John  Grebil,John Krebbel
1628,John  Krampf,John Crampf
1629,Harmanus  Leck,Hermanus Leck
1632,Wendel  Zerban,Wendel Zerban
1634,John  Prank,John Braunig
1636,Nicholas  Keyser,Nicholas Kaiser
1637,Henry  Borcki,Henry Burcki
1638,John George Schaaf,John George Schoeff
1640,Jacob  Schallus,Jacob Schallus
1641,Jacob  Bligestorfer,Jacob Bligestorfer
1644,Valentyn  Stillwagen,Valentine Stellwagen
1645,Jacob  Wolff,Jacob Wolff
1647,Philip  Kreutzweis,Philip Kreutzweis
1653,Isaac  Wetzstein,Isaac Wetzstein
1654,Philip  Worn,Philip Worn
1655,Jacob  Ehringer,Jacob Ehringer
1656,Francis  Schafner,Francis Schaffner
1658,Andrew  Schneider,Andrew Schneider
1660,John Conrad Spangenberg,John Conrad Spangenberg
1663,Christian  Jentzer,Christian Jentzer
1674,Zacharias  Endres,Zacharias Endres
1675,Samuel  Popi,Samuel Popi
1679,Alexander  Mohr,Alexander Murri
1680,Carpenter  Warden,Carpenter Warden
1681,Nicholas  Rupp,Nicholas Rup
1684,Gottfried  Gobeler,Gottfried Gobeler
1689,Philip Jacob Tippo,Philip Jacob Tibo
1690,George  Wever,George Wever
1691,George  Pfau,George Paff
1692,Carl  Hoegst,Carl Hoegst
1693,Jacob  Bunner,Jacob Bunner
1694,Michael  Terri,Michael Terry
1695,John Peter Nannetter,John Peter Nannetter
1704,John  Froelig,John Froelig
1706,Christian  Mintel,Christian Mentel
1707,Harmen  Johnston,Herman Johnston
1708,John Peter Miltenberger,John Peter Miltenberger
1709,Christian  Galli,Christian Gally
1711,Carl  Rudy,Carl Reude
1712,John  Reusch,John Rosch
1713,Michael  Farmer,Michael Farmer
1714,John  Strupp,John Strup
1715,Joost  Ebert,Jost Ebert
1716,Philip Jacob Bockenmeyer,Philip Jacob Bockenmeyer
1718,Andrew  Miehler,Andrew Mueller
1724,William  Paul,William Bell
1727,Ludwig  Teis,Ludwig Dies
1729,William  Stoadtinger,William Stoutinger
1732,Nicholas  Reusch,Nicholas Rasch
1733,George Michael Gamber,George Michael Camper
1734,Caspar  Silvius,Casper Silvius
1737,William  Rau,William Reu
1739,Edward  Eyerli,Edward Orley
1742,Jacob  Bischoffberger,Jacob Bischofberger
1746,John Michael Stetzenbach,John Michael Stetzenbach
1747,Jacob  Pieterse,Jacob Peters
1749,Henry  Schreiber,Henry Schreiber
1752,Jacob  Bender,Jacob Binder
1754,Peter  Braun,Peter Brown
1755,George  Bachofen,George Bachoffen
1756,Philip  Haller,Philip Ohler
1758,Philip  Altburger,Philip Altburger
1760,John Peter Eschman,John Peter Eschman
1761,William  Staud,William Stoudt
1763,Jacob  Warden,Jacobus Warton
1764,Frederick  Seen,Frederick Zahn
1765,----  Gangewer,---- Gangewer
1768,Charles  Hunter,Charles Hunter
1770,Peter  Cober,Peter Kupper
1771,Peter  Haern,Peter Haern
1773,John  Kretz,John Kretz
1774,Conrad  Schmied,Conrad Schmit
1775,Michael  Prattler,Michael Prattler
1777,John Henry Kram,John Henry Krum
1781,Philip  Haller,Philip Eyler
1783,George  Thor,George Therry
1785,William  Reusch,William Rosch
1789,John  Vlenieken,John Vlenieken
1790,John  Mesmer,John Messmer
1792,William  Hufnagel,William Hufnagel
1793,John Ulrich Riemer,John Ulrich Romer
1795,Adam  Laeng,Adam Lang
1805,Michael  Planckenhahn,Michael Blanckenhan
1806,George  Schneider,George Schneider
1809,Jacob  Maag,Jacob Maag
1810,John  Orfgen,John Orefgen
1811,Gottfried  Schuessler,Gottfried Schussler
1812,Adam  Mohr,Adam Meyer
1813,Frederick  Haller,Frederick Heller
1816,Leonard  Rupp,Leonard Rup
1818,Adam  Schuetz,Adam Schutz
1820,Jacob  Mills,Jacobus Mills
1821,John Just Schmied,John Jost Schmidt
1823,Abraham  Tippo,Abraham Tipo
1824,John  Wilson,John Wilson
1825,Jacob  Cliver,Jacob Cliver
1827,Ludwig  Reinick,Ludwig Reinick
1830,Bernard  Kaerth,Bernard Kaerth
1831,Adam  Terri,Adam Doerr
1834,Adam  Altburger,Adam Altburger
1837,Harmen  Leck,Herman Leck
1839,Peter  Reiss,Peter Ross
1840,John Conrad Steinmetz,John Conrad Steinmetz
1842,Catharina  Schneider,Catherine Schneider
1843,Catharina  Bekker,Catherine Becker
1844,Maria Catherine Gugger,Maria Catherine Gugger
1845,Margriet  Schmied,Margaret Schmied
1846,Anna Elizabeth Schweindt,Anna Elizabeth Schweindt
1847,Maria Elizabeth Bum,Maria Elizabeth Bum
1848,Maria Barbara Smith,Maria Barbara Schmid
1849,Maria Catherine Haan,Maria Catherine Haan
1850,Catharina  Wykop,Catherine Wykop
1851,Elizabeth  Wallacher,Elizabeth Wallacher
1852,Maria  Brunner,Maria Brunner
1853,Magdalena  Andre,Magdalene Andre
1854,Elizabeth  Conrad,Elizabeth Conrad
1855,Catharina  Heims,Catherine Heims
1856,Barbara Margaret Meminger,Barbara Margaret Meminger
1857,Catharina  German,Catherine German
1858,Margriet  Rohrer,Margaret Rohrer
1859,Anna Maria Hoffstetler,Anna Maria Hoffstetler
1860,Maria  Schleydorn,Maria Schleydorn
1861,Anna Barbara Jantzen,Anna Barbara Jantzen
1862,Anna  Klemer,Anna Klemer
1863,Catharina  Fischer,Catherine Fischer
1864,Margriet  Mohr,Margaret Mohr
1866,Adelhait Hoffman Saehly,Adelhait Hoffman Zell
1867,Anna Margaret Kleyn,Anna Margaret Gullin
1868,Anna Maria Slieman,Anna Maria Slieman
1869,Margriet  Bekker,Margaret Becker
1870,Anna Maria Pfeiffer,Anna Maria Pfeiffer
1871,Anna Catherine Gultin,Anna Catherine Gultin
1872,Anna Maria Braun,Anna Maria Braun
1873,Anna Margaret Wegelin,Anna Margaret Wegelin
1875,Anna Maria Taubert,Anna Maria Taubert
1876,Jacob  Utre,Jacob Utri
1877,Margriet  Wiedmer,Margaret Wiedmer
1878,Elizabeth  Hug,Elizabeth Heck
1879,Anna Maria Walter,Anna Maria Walder
1880,Susanna Maria Riebel,Susanna Maria Riebel
1881,Susanna  Seibel,Susanna Seibel
1882,Anna Elizabeth Schweindt,Anna Elizabeth Schwendt
1883,Anna Margaret Haan,Anna Margaret Haan
1884,Anna Maria Rau,Anna Maria Rau
1885,Magdalena  Zuder,Magdalene Zuder
1886,Sophia  Kleyn,Sophia Klein
1887,Anna Barbara Diel,Anna Barbara Diel
1888,Anna  Utre,Anna Etter
1889,Sybil  Thor,Sibylla Thor
1890,Eva  Grobheuter,Eva Grobheuter
1892,Rachel  Wegman,Rachel Wegman
1893,Catharina  Dietrich,Catherine Dietrich
1895,Sophia  Bender,Sophia Bender
1898,Anna  Wernem,Anna Wernem
1899,Anna Maria Schreyer,Anna Maria Schryer
1900,Elizabeth  Lomay,Elizabeth Lamm
1901,Barbara  Daubendistel,Barbara Daubendistel
1902,Susanna  Frack,Susanna Frack
1903,Catharina  Egg,Catherine Egg
1904,Johanna  Job,Johanna Job
1905,Catharina  Deling,Catherine Deling
1907,Deborah  Jokom,Deborah Jokom
1908,Anna Barbara Weinheimer,Anna Barbara Wynheimer
1909,Anna Gertrude Kern,Anna Gertrude Kron
1910,Anna Gertrude Kern,Anna Gerturde Kron
1912,Wilhelmina  Bouton,Wilhelmina Bouton
1913,Wife Of Valentine Bayer,wife of Valentine Bayer
1914,Elizabeth  Faricht,Elizabeth Faricht
1915,Verena  Haeffelfinger,Verena Haeffelfinger
1916,Elizabeth  Satler,Elizabeth Satler
1917,Magdalena  Unbehand,Magdalene Unbehand
1920,Catharina  Class,Catherine Class
1921,Anna Elizabeth Leineweber,Anna Elizabeth Leineweber
1922,Anna Margaret Keck,Anna Margaret Keck
1923,Anna Maria Dewald,Anna Maria Dewald
1924,Anna Maria Galli,Anna Maria Gaul
1925,Maria Catherine Stamm,Maria Catherine Stam
1926,Anna Magdalene Dantzenbecher,Anna Magdalene Dantzenbecher
1927,Anna Maria Klemer,Anna Maria Klemmer
1928,Maria Elizabeth Birkenbeil,Maria Elizabeth Birkenbeil
1929,Elenor  Miehler,Eleonora Mueller
1930,Barbara  Lentz,Barbara Lentz
1931,Catharina  Reiss,Catherine Ries
1932,Susanna  Glenz,Susanna Glenz
1934,Anna Maria Meininger,Anna Maria Meininger
1935,Susanna  Neig,Susanna Nick
1936,Anna Maria Schmied,Anna Maria Schmied
1937,Catharina  Pilanus,Catherine Pilanus
1938,Catharina  Fayfard,Catherine Fayfard
1939,Margriet  Baldrick,Margaret Baldrick
1940,Wilhelmina Sophia Kisewetter,Wilhelmina Sophia Kisewetter
1941,Susanna Margaret Weber,Susanna Margaret Weber
1942,Susanna Maria Olabacher,Susanna Maria Olabacher
1943,Anna Maria Kuentz,Anna Maria Kuntz
1944,Elizabeth  Stern,Elizabeth Stern
1945,Elizabeth  Nuesli,Elizabeth Nuesli
1946,Anna Margaret Leutspach,Anna Margaret Leutspach
1947,Anna Margaret Greininger,Anna Margaret Greininger
1948,Anna Margaret Kleyn,Anna Margaret Klein
1949,Catharina  Froelich,Catherine Froelich
1950,Susanna  Fischer,Susanna Fischer
1951,Anna Catherine Leiser,Anna Catherine Leiser
1952,Regina  Naef,Regina Naeff
1953,Margriet  Strohauer,Margaret Strohauer
1954,Catharina Christine Volz,Catherine Christine Volz
1955,Anna Maria Slieman Slieman,Anna Maria Slieman Sliemann
1956,Apollonia  Geidlinger,Apollonia Geidlinger
1957,Anna Buser Waisner,Anna Buser Waisner
1958,Anna Margaret Sched,Anna Margaret Sched
1959,Maria  Slieman,Maria Slieman
1960,Maria Catherine Boleman,Maria Catherine Boleman
1961,Wife Of Jacob Reuthlinger,wife of Jacob Reuthlinger
1964,Wife Of Albert Luez,wife of Albert Luez
1966,Wife Of Gartner,wife of Gartner
1967,Dorothea  Seen,Dorothy Zaun
1968,Anna Elizabeth Schneider,Anna Elizabeth Schneider
1969,Dorothea  Meggendorfer,Dorothea Meggendorfer
1970,Dorothea  Neig,Dorothy Neig
1971,Anna Maria Tritt,Anna Maria Tritt
1972,Anna Barbara Bekker,Anna Barbara Becker
1973,Wife Of Rudolph Ramp,wife of Rudolph Ramp
1974,Anna Margaret Wilt,Anna Margaret Walt
1975,Anna Van Den Berger,Anna van den Berg
1976,Catharina  Walter,Catherine Walter
1978,Wife Of Robert Robert,wife of Robert Roberts
1979,Maria Magdalene Schafer,Maria Magdalene Schaefer
1980,Dorothea  Wilhelm,Dorothea Wilhelm
1981,Sophia  Heckman,Sophia Heckman
1982,Anna Catherine Seidensticker,Anna Catherine Seidensticker
1983,Anna Of Theiss,Anna Eva Theiss
1984,Magdalena  Erhard,Magdalene Erhard
1985,Catharina Of Obersteg,Catherine Eva Obersteg
1986,Barbara  Scheidegger,Barbara Scheidegger
1987,Susanna  Berger,Susanna Burger
1989,Barbara  Krebs,Barbara Krebs
1990,Anna Maria Paul,Anna Maria Paul
1991,Anna Margaret Smith,Anna Margaret Schmid
1992,Susanna  Seibel,Susanna Seipel
1993,Johanna  Lorman,Johanna Lorman
1994,Elizabeth  Wiedmer,Elizabeth Wiedmar
1996,Margriet  Wohlsläger,Margaret Wohlsläger
1997,Anna Catherine Kern,Anna Catherine Cron
1998,Maria Elizabeth Magold,Maria Elizabeth Magold
1999,Wife Of John Huth,wife of John Huth
2000,Elizabeth  Mann,Elizabeth Mann
2001,Maria  Bayer,Maria Bayer
2002,Elizabeth  Schmied,Elizabeth Schmied
2003,Margriet  Wiedmer,Margaret Widmer
2004,Susanna  Ulrich,Susanna Ulrich
2005,Anna Maria Regelsperger,Anna Maria Regelsperger
2006,Wife Of Philip Weinheimer,wife of Philip Wynheimer
2008,Maria Elizabeth Diel,Maria Elizabeth Diel
2010,Adelhait  Hoffman,Adelheit Hoffman
2011,Elizabeth  Frank,Elizabeth Frank
2013,Elizabeth  Bartholomae,Elizabeth Bartholomae
2014,Catharina  Hoffman,Catherine Hoffman
2015,Elizabeth  Scherer,Elizabeth Scherer
2016,Maria Clara Roth,Maria Clara Roth
2017,Elizabeth  Sisler,Eliza Seiler
2018,Anna Maria Seelbach,Anna Maria Seelbach
2019,Anna Margaret Christman,Anna Margaret Christman
2020,Elizabeth  Sar,Elizabeth Sar
2021,Maria Christine Roland,Maria Christine Roland
2022,Salome  Haller,Salome Haller
2023,Elizabeth  Gobeler,Elizabeth Kuebler
2024,Sara  Paul,Sarah Pauell
2025,Magdalena  Hoffman,Magdalene Hoffman
2026,Margriet  Grieder,Margaret Grieder
2028,Anna  Crellius,Ann Crellius
2029,Anna  Frauenfelder,Anna Frauenfelder
2030,Elizabeth Catherine Knies,Elizabeth Catherine Naas
2031,Ursula  Rudy,Ursula Rudy
2033,Anna Maria Koch,Anna Maria Koch
2034,Anna Buser Waisner,Anna Buser Weisner
2035,Anna Elizabeth Unbehand,Anna Elizabeth Unbehend
2037,Schroeder,Schroeder
2040,Barbara  Madoeri,Barbara Madoeri
2041,Anna Barbara Karg,Anna Barbara Karg
2043,Anna Kunigunda Wagener,Anna Kunigunda Wagner
2046,Eva Elizabeth Weissenbach,Eva Elizabeth Weissenbach
2047,Eva Maria Galli,Eva Maria Kehle
2048,Verena  Mann,Verena Mohn
2049,Anna  Sorber,Anna Sorber
