,canonical,original
1726,Paulus  Antonj,Paul Antonj
1727,Samuel  Antonj,Saml Antonj
1729,John  Mcintir,John McIntir
1730,Christoph  Schuler,Christoph Schuler
1735,Henry  Schweitzer,Henry Schweitzer
1737,John Plum Esqr,John Plum Esqr
1738,Frederick Bartels Sr,Frederik Bartels Sr
1743,Jacob  Neff,Jacob Neff
1744,Charles  Eversohl,Charles Eversohl
1745,Wilhelm  Graaf,Wilhelm Graaf
1746,Carl  Eversohl,Carl Eversohl
1752,Henry  Becher,Henry Becher
1756,John Schurtz Sr,"John Schurtz Sr,"
1757,Thomas  Buskirk,Thomas Boskerk
1762,Abraham  Lunger,Abrm Lunger
1764,John  Roodenbach,John Roodenbach
1769,John  Abel,John Abel
1771,Henry  Huber,Henry Huber
1774,Jacob  Lungen,Jacob Lungen
1776,Moritz  Croeter,Moritz Croeter
1780,Benjamin V Sickels,Benjamin v Sickel
1786,Widow  Kleyn,Widow Klein
1790,William  Fritz,William Fritz
1791,Frederick  Bartelszen,Frederik Bartels
1796,Ursula  Schrock,Ursula Schrock
1799,Daniel  Vooss,Daniel Vooss
1802,Philip  Buehler,Philip Buehler
1806,Johannes  Buehler,Hannes Buehler
1807,Johannes  Buehler,Joh Buehler
1808,Jacob Klein Sr,"Jacob Klein, Sr"
1809,Joh: Jacob Klein Sr,J Jacob Klein Sr
1811,Mart  Holflander,Mart Holflander
1818,Joh: Wilhelm Kleyn,J Wilhelm Cline
1820,Johannes  Collier,Johannes Collier
1823,Simon  Schenck,Simeon Schenck
1824,Philip  Rau,Philip Rau
1828,Moritz  Waldorf,Moritz Waldorf
1832,Cunrad  Bonn,Cunrad Bonn
1833,Johannes  Hildebrand,Johannes Hildebrand
1838,Frederick  Bartelszen,Frederick Bartels
1840,Reuben  Murphy,Reuben Murphy
1842,Jacob  Kraetschlj,Jacob Kraetschlj
1843,John  Johnson,John Johnson
1853,Johannes Schuh Jr,Hannes Schuh Jr
1856,Henry  Maria,Henry Meyer
1857,Jeronimus  Eichler,Hieronymus  Eichler
1860,Bernard  Bengert,Bernhardt Bengert
1864,Henry  Schweifer,Henry Schweifer
1865,Balthes  Pikel,Balths Pikel
1866,Friederich  Pikel,Friederich Pikel
1868,George  Albert,George Albert
1874,Johannes  Appelman,Johannes Appelman
1880,Aaron  Kleyn,Aaron Klein
1881,Carl  Eversohl,Carl Eversohl
1882,Carl  Evershohl,Carl Evershohl
1883,Anton  Moelich,Anton Moelich
1885,Jacob  Kleyn,Jacob Klein
1887,Mynhard  Faerly,Mynhard Faerly
1897,John  Haveland,John Haveland
1900,Adam  Miller,Adam Miller
1901,John  Hildebrand,John Hildebrand
1903,Freder  Fritz,Freder Fritz
1907,Christoph  Hildebrand,Christoph Hildebrand
1908,Datin,Datin
1910,Philip  Fine,Philip Fine
1911,Christina  Kleyn,Christine Kline
1916,Maria  Fisher,Maria Fisher
1923,Eleanora  Sander,Eleonora Sander
1926,Frederick Fritz Sr,Frederick Fritz Sr
1927,Michael  Abel,Michel Abel
1928,Wm  Fritz,Wm Fritz
1929,Frederick Sr Fritz,Frederik Sr Fritz
1931,Mauras  Fritz,Maurz Fritz
1933,Maria  Steimetz,Mr Steimetz
1934,Sophia  Schmidt,Sophia Schmidt
1937,Catharina  Schuler,Catharina Schuler
1938,Frederick Fritz Sr,Frederik Fritz Sr
1940,Frederick Fritz Sr,Frederich Fritz Sr
1952,Leonhard  Gaerj,Leonhard Gaerj
1956,Peter,Peter
1957,Jacob  Hoefheuser,Jacob Hoefheuser
1958,Martin  Holthauser,Martin Holthauser
1959,Thomas Boskerk Sr,Thom Boskerk Sr
